date, time, fract_sec, site_name, chl_RFU, chl_conc, cond, nLF_cond, perc_ODO, perc_local_ODO, ODO_conc, sal, sp_cond, BGA_PC_RFU, BGA_PC_conc, TDS, pH, pH_mV, temp, battery, cable_pwr
9/11/2019,13:50:00,0.0,,0.26,1.05,13.9,14.9,100.7,99.8,8.82,0.01,14.8,0.89,0.89,10,4.47,119.0,21.893,3.04,1.7
9/11/2019,13:55:00,0.0,,0.29,1.16,12.4,13.1,99.8,98.9,8.69,0.00,13.1,0.90,0.90,8,4.49,117.7,22.177,3.06,1.7
9/11/2019,14:00:00,0.0,,0.26,1.05,11.6,12.3,99.1,98.3,8.61,0.00,12.3,0.90,0.90,8,4.56,114.0,22.345,3.06,1.6
9/11/2019,14:05:00,0.0,,0.28,1.12,11.0,11.6,98.8,98.0,8.57,0.00,11.6,0.90,0.90,8,4.62,110.3,22.448,3.06,1.6
9/11/2019,14:10:00,0.0,,0.28,1.12,10.7,11.3,98.6,97.8,8.53,0.00,11.3,0.95,0.95,7,4.65,108.4,22.573,3.06,1.6
9/11/2019,14:15:00,0.0,,0.26,1.02,10.5,11.0,98.4,97.6,8.49,0.00,11.0,0.95,0.95,7,4.69,106.1,22.692,3.07,1.6
9/11/2019,14:20:00,0.0,,0.28,1.12,10.3,10.8,98.3,97.5,8.47,0.00,10.7,0.86,0.86,7,4.75,103.0,22.755,3.06,1.6
9/11/2019,14:25:00,0.0,,0.27,1.10,10.1,10.5,98.2,97.4,8.46,0.00,10.5,0.96,0.96,7,4.81,99.7,22.779,3.07,1.6
9/11/2019,14:30:00,0.0,,0.29,1.15,9.9,10.4,98.2,97.4,8.46,0.00,10.4,0.92,0.92,7,4.85,96.9,22.786,3.06,1.6
9/11/2019,14:35:00,0.0,,0.28,1.11,9.7,10.2,98.2,97.3,8.46,0.00,10.2,0.92,0.92,7,4.90,94.2,22.783,3.07,1.6
9/11/2019,14:40:00,0.0,,0.27,1.08,9.6,10.1,98.2,97.3,8.46,0.00,10.0,0.95,0.95,7,4.94,91.7,22.777,3.07,1.6
9/11/2019,14:45:00,0.0,,0.27,1.06,9.5,9.9,98.1,97.3,8.46,0.00,9.9,0.94,0.94,6,4.98,89.3,22.769,3.07,1.6
9/11/2019,14:50:00,0.0,,0.29,1.16,9.3,9.8,98.1,97.3,8.46,0.00,9.8,0.95,0.95,6,5.02,87.2,22.760,3.06,1.6
9/11/2019,14:55:00,0.0,,0.30,1.22,9.2,9.7,98.1,97.2,8.45,0.00,9.6,0.92,0.92,6,5.06,85.1,22.752,3.07,1.6
9/11/2019,15:00:00,0.0,,0.27,1.10,9.1,9.6,98.1,97.2,8.46,0.00,9.5,0.94,0.94,6,5.09,83.1,22.744,3.06,1.6
9/11/2019,15:05:00,0.0,,0.26,1.06,9.0,9.5,98.0,97.2,8.45,0.00,9.4,0.97,0.97,6,5.12,81.2,22.739,3.07,1.6
9/11/2019,15:10:00,0.0,,0.28,1.11,8.9,9.4,98.0,97.2,8.45,0.00,9.3,0.93,0.93,6,5.15,79.4,22.742,3.06,1.6
9/11/2019,15:15:00,0.0,,0.28,1.14,8.9,9.3,98.0,97.2,8.45,0.00,9.3,0.92,0.92,6,5.19,77.6,22.743,3.07,1.6
9/11/2019,15:20:00,0.0,,0.25,0.99,8.8,9.2,98.0,97.2,8.45,0.00,9.2,0.91,0.91,6,5.22,75.9,22.744,3.06,1.6
9/11/2019,15:25:00,0.0,,0.26,1.04,8.7,9.2,97.9,97.1,8.44,0.00,9.1,0.96,0.96,6,5.24,74.2,22.747,3.07,1.6
9/11/2019,15:30:00,0.0,,0.26,1.05,8.7,9.1,97.9,97.1,8.44,0.00,9.0,0.97,0.97,6,5.27,72.6,22.752,3.06,1.6
9/11/2019,15:35:00,0.0,,0.27,1.10,8.6,9.0,97.9,97.0,8.44,0.00,9.0,0.93,0.93,6,5.30,70.9,22.757,3.06,1.6
9/11/2019,15:40:00,0.0,,0.28,1.12,8.5,8.9,97.9,97.1,8.44,0.00,8.9,0.95,0.95,6,5.33,69.2,22.761,3.06,1.6
9/11/2019,15:45:00,0.0,,0.29,1.17,8.5,8.9,97.9,97.0,8.43,0.00,8.9,0.97,0.97,6,5.36,67.5,22.760,3.07,1.6
9/11/2019,15:50:00,0.0,,0.27,1.08,8.4,8.8,97.9,97.0,8.43,0.00,8.8,0.95,0.95,6,5.39,65.9,22.757,3.06,1.6
9/11/2019,15:55:00,0.0,,0.28,1.13,8.4,8.8,97.8,97.0,8.43,0.00,8.7,0.95,0.95,6,5.41,64.3,22.751,3.06,1.6
9/11/2019,16:00:00,0.0,,0.27,1.10,8.3,8.7,97.8,97.0,8.43,0.00,8.7,0.95,0.95,6,5.44,62.7,22.746,3.06,1.6
9/11/2019,16:05:00,0.0,,0.30,1.21,8.3,8.7,97.8,96.9,8.43,0.00,8.7,0.96,0.96,6,5.47,61.3,22.740,3.06,1.6
9/11/2019,16:10:00,0.0,,0.26,1.06,8.3,8.7,97.8,96.9,8.43,0.00,8.6,0.94,0.94,6,5.49,59.8,22.729,3.06,1.6
9/11/2019,16:15:00,0.0,,0.26,1.05,8.2,8.6,97.8,96.9,8.43,0.00,8.6,0.93,0.93,6,5.52,58.4,22.717,3.06,1.6
9/11/2019,16:20:00,0.0,,0.28,1.10,8.2,8.6,97.7,96.9,8.43,0.00,8.5,0.93,0.93,6,5.54,57.0,22.701,3.06,1.6
9/11/2019,16:25:00,0.0,,0.28,1.12,8.1,8.6,97.7,96.9,8.44,0.00,8.5,0.98,0.98,6,5.56,55.7,22.684,3.06,1.6
9/11/2019,16:30:00,0.0,,0.29,1.16,8.1,8.5,97.7,96.9,8.44,0.00,8.5,0.96,0.96,6,5.58,54.5,22.666,3.06,1.6
9/11/2019,16:35:00,0.0,,0.28,1.10,8.1,8.5,97.7,96.9,8.44,0.00,8.5,0.92,0.92,5,5.60,53.3,22.649,3.06,1.6
9/11/2019,16:40:00,0.0,,0.29,1.14,8.0,8.5,97.7,96.9,8.44,0.00,8.4,0.91,0.91,5,5.62,52.2,22.634,3.06,1.6
9/11/2019,16:45:00,0.0,,0.26,1.06,8.0,8.4,97.7,96.9,8.44,0.00,8.4,0.92,0.92,5,5.64,51.2,22.623,3.06,1.6
9/11/2019,16:50:00,0.0,,0.30,1.20,8.0,8.4,97.7,96.9,8.44,0.00,8.4,0.98,0.98,5,5.65,50.3,22.615,3.06,1.6
9/11/2019,16:55:00,0.0,,0.29,1.15,8.0,8.4,97.7,96.8,8.44,0.00,8.3,0.96,0.96,5,5.67,49.3,22.608,3.06,1.6
9/11/2019,17:00:00,0.0,,0.29,1.17,7.9,8.4,97.7,96.9,8.44,0.00,8.3,0.95,0.95,5,5.69,48.4,22.603,3.06,1.6
9/11/2019,17:05:00,0.0,,0.26,1.04,8.5,9.1,97.8,96.9,8.58,0.00,9.0,0.94,0.94,6,5.45,62.2,21.815,3.05,1.6
9/11/2019,17:10:00,0.0,,0.26,1.02,8.6,9.0,98.8,97.9,8.47,0.00,9.0,0.89,0.89,6,5.34,68.4,23.038,3.05,1.6
9/11/2019,17:15:00,0.0,,0.29,1.14,2.3,2.6,102.5,101.6,9.37,0.00,2.6,0.88,0.88,2,5.48,59.6,19.747,3.05,1.6
9/11/2019,17:20:00,0.0,,0.25,1.01,0.4,0.4,102.0,101.1,9.44,0.00,0.4,0.91,0.91,0,5.56,54.6,19.128,3.05,1.6
9/11/2019,17:25:00,0.0,,0.27,1.10,0.7,0.8,102.1,101.2,9.21,0.00,0.8,0.95,0.95,1,5.34,67.9,20.466,3.05,1.6
9/11/2019,17:30:00,0.0,,0.28,1.12,2.3,2.4,97.9,97.0,8.44,0.00,2.4,0.98,0.98,2,5.07,84.2,22.697,3.05,1.6
9/11/2019,17:35:00,0.0,,5.84,23.37,132.1,125.2,124.0,123.0,9.78,0.06,125.9,0.15,0.15,82,8.38,-109.4,27.588,3.05,1.6
9/11/2019,17:40:00,0.0,,6.06,24.23,130.3,123.8,122.5,121.4,9.67,0.06,124.4,0.22,0.22,81,8.39,-109.9,27.482,3.04,1.6
9/11/2019,17:45:00,0.0,,4.61,18.44,129.9,123.5,123.8,122.7,9.78,0.06,124.1,0.11,0.11,81,8.30,-104.6,27.463,3.05,1.6
9/11/2019,17:50:00,0.0,,5.83,23.33,129.7,123.2,123.7,122.7,9.77,0.06,123.9,0.18,0.18,81,8.28,-103.5,27.470,3.04,1.6
9/11/2019,17:55:00,0.0,,4.81,19.25,129.8,123.4,125.0,124.0,9.88,0.06,124.0,0.13,0.13,81,8.38,-109.5,27.444,3.05,1.6
9/11/2019,18:00:00,0.0,,5.07,20.28,130.4,124.2,124.9,123.8,9.88,0.06,124.8,0.13,0.13,81,8.42,-111.5,27.382,3.05,1.6
9/11/2019,18:05:00,0.0,,4.92,19.70,130.1,123.8,124.7,123.6,9.86,0.06,124.4,0.13,0.13,81,8.38,-109.4,27.401,3.05,1.6
9/11/2019,18:10:00,0.0,,5.10,20.39,130.0,123.6,124.5,123.5,9.84,0.06,124.2,0.12,0.12,81,8.22,-100.0,27.451,3.05,1.6
9/11/2019,18:15:00,0.0,,5.03,20.11,131.0,124.4,124.7,123.7,9.85,0.06,125.0,0.17,0.17,81,8.16,-96.2,27.481,3.05,1.6
9/11/2019,18:20:00,0.0,,4.91,19.65,130.8,124.3,124.8,123.7,9.85,0.06,124.9,0.15,0.15,81,8.40,-110.3,27.492,3.05,1.7
9/11/2019,18:25:00,0.0,,5.16,20.64,131.0,124.4,124.8,123.7,9.85,0.06,125.0,0.13,0.13,81,8.38,-109.6,27.489,3.05,1.7
9/11/2019,18:30:00,0.0,,5.13,20.51,130.8,124.3,125.1,124.0,9.88,0.06,124.9,0.15,0.15,81,8.47,-114.5,27.479,3.04,1.6
9/11/2019,18:35:00,0.0,,5.95,23.79,130.8,124.3,124.6,123.6,9.84,0.06,124.9,0.12,0.12,81,8.45,-113.5,27.486,3.05,1.6
9/11/2019,18:40:00,0.0,,5.28,21.11,131.5,124.8,124.6,123.5,9.83,0.06,125.5,0.15,0.15,82,8.35,-107.4,27.516,3.04,1.7
9/11/2019,18:45:00,0.0,,5.18,20.72,132.0,125.2,124.6,123.5,9.83,0.06,125.9,0.14,0.14,82,8.20,-99.0,27.543,3.05,1.7
9/11/2019,18:50:00,0.0,,5.26,21.02,131.8,125.0,124.4,123.4,9.82,0.06,125.6,0.15,0.15,82,8.31,-105.5,27.543,3.05,1.7
9/11/2019,18:55:00,0.0,,5.39,21.55,131.9,125.1,124.2,123.1,9.80,0.06,125.8,0.14,0.14,82,8.23,-100.8,27.553,3.05,1.7
9/11/2019,19:00:00,0.0,,5.71,22.84,132.1,125.3,123.9,122.8,9.77,0.06,125.9,0.25,0.25,82,8.25,-102.0,27.575,3.04,1.7
9/11/2019,19:05:00,0.0,,5.09,20.37,132.3,125.4,124.2,123.1,9.79,0.06,126.0,0.17,0.17,82,8.35,-107.7,27.579,3.04,1.7
9/11/2019,19:10:00,0.0,,5.65,22.61,132.3,125.3,123.9,122.9,9.77,0.06,126.0,0.15,0.15,82,8.37,-108.8,27.596,3.04,1.7
9/11/2019,19:15:00,0.0,,4.94,19.77,132.3,125.3,123.7,122.6,9.75,0.06,126.0,0.14,0.14,82,8.37,-108.9,27.595,3.05,1.7
9/11/2019,19:20:00,0.0,,5.05,20.18,132.3,125.3,123.7,122.7,9.75,0.06,126.0,0.13,0.13,82,8.42,-112.1,27.595,3.04,1.7
9/11/2019,19:25:00,0.0,,5.48,21.90,132.1,125.2,123.8,122.7,9.76,0.06,125.9,0.19,0.19,82,8.39,-110.0,27.590,3.04,1.7
9/11/2019,19:30:00,0.0,,5.89,23.56,132.1,125.2,123.6,122.5,9.74,0.06,125.9,0.12,0.12,82,8.45,-113.3,27.581,3.04,1.7
9/11/2019,19:35:00,0.0,,7.67,30.68,131.8,125.0,123.3,122.3,9.73,0.06,125.7,0.27,0.27,82,8.39,-109.9,27.541,3.04,1.7
9/11/2019,19:40:00,0.0,,6.01,24.05,131.4,124.9,123.5,122.4,9.75,0.06,125.5,0.19,0.19,82,8.43,-112.1,27.478,3.04,1.7
9/11/2019,19:45:00,0.0,,8.88,35.51,132.1,125.1,123.8,122.7,9.75,0.06,125.8,0.31,0.31,82,8.47,-114.6,27.638,3.04,1.7
9/11/2019,19:50:00,0.0,,7.77,31.10,131.0,124.5,124.5,123.4,9.83,0.06,125.1,0.28,0.28,81,8.45,-113.7,27.456,3.04,1.7
9/11/2019,19:55:00,0.0,,5.80,23.19,130.9,124.5,124.3,123.2,9.83,0.06,125.1,0.19,0.19,81,8.48,-115.2,27.399,3.04,1.7
9/11/2019,20:00:00,0.0,,8.26,33.04,130.7,124.1,123.9,122.9,9.79,0.06,124.8,0.29,0.29,81,8.43,-112.1,27.468,3.04,1.7
9/11/2019,20:05:00,0.0,,6.30,25.20,130.8,124.3,123.9,122.8,9.79,0.06,124.9,0.23,0.23,81,8.44,-112.7,27.457,3.04,1.7
9/11/2019,20:10:00,0.0,,6.82,27.28,131.0,124.3,123.2,122.2,9.73,0.06,125.0,0.19,0.19,81,8.45,-113.7,27.502,3.04,1.6
9/11/2019,20:15:00,0.0,,6.17,24.66,131.0,124.3,123.9,122.8,9.78,0.06,125.0,0.17,0.17,81,8.42,-111.8,27.511,3.04,1.7
9/11/2019,20:20:00,0.0,,6.38,25.51,130.9,124.3,124.3,123.3,9.82,0.06,124.9,0.20,0.20,81,8.40,-110.6,27.509,3.04,1.6
9/11/2019,20:25:00,0.0,,6.99,27.94,131.4,124.7,123.9,122.8,9.77,0.06,125.3,0.23,0.23,81,8.46,-114.4,27.548,3.04,1.6
9/11/2019,20:30:00,0.0,,5.79,23.16,131.6,124.7,125.0,123.9,9.85,0.06,125.4,0.22,0.22,82,8.42,-111.6,27.588,3.04,1.7
9/11/2019,20:35:00,0.0,,6.49,25.96,131.7,124.7,125.6,124.5,9.89,0.06,125.4,0.18,0.18,82,8.45,-113.6,27.633,3.04,1.7
9/11/2019,20:40:00,0.0,,6.78,27.13,131.7,124.6,126.3,125.3,9.95,0.06,125.3,0.37,0.37,81,8.52,-117.9,27.656,3.04,1.7
9/11/2019,20:45:00,0.0,,6.02,24.09,131.8,124.7,126.2,125.1,9.93,0.06,125.3,0.20,0.20,81,8.50,-116.4,27.705,3.04,1.7
9/11/2019,20:50:00,0.0,,5.35,21.40,131.7,124.6,126.1,125.0,9.93,0.06,125.3,0.18,0.18,81,8.55,-119.4,27.671,3.03,1.7
9/11/2019,20:55:00,0.0,,5.62,22.48,131.7,124.5,125.8,124.7,9.90,0.06,125.2,0.18,0.18,81,8.51,-117.2,27.693,3.04,1.7
9/11/2019,21:00:00,0.0,,5.60,22.40,131.7,124.7,125.5,124.4,9.88,0.06,125.4,0.18,0.18,81,8.43,-112.6,27.665,3.03,1.7
9/11/2019,21:05:00,0.0,,7.29,29.17,131.8,124.8,124.9,123.8,9.83,0.06,125.4,0.23,0.23,82,8.46,-114.4,27.675,3.03,1.7
9/11/2019,21:10:00,0.0,,5.78,23.10,131.9,125.0,124.4,123.4,9.81,0.06,125.7,0.17,0.17,82,8.41,-111.2,27.580,3.03,1.7
9/11/2019,21:15:00,0.0,,5.32,21.29,131.8,125.0,123.8,122.8,9.77,0.06,125.6,0.24,0.24,82,8.41,-111.2,27.554,3.03,1.7
9/11/2019,21:20:00,0.0,,8.06,32.25,131.7,124.9,124.1,123.0,9.79,0.06,125.6,0.23,0.23,82,8.45,-113.3,27.542,3.03,1.7
9/11/2019,21:25:00,0.0,,6.71,26.84,131.7,125.1,123.9,122.9,9.79,0.06,125.7,0.23,0.23,82,8.47,-114.5,27.494,3.03,1.7
9/11/2019,21:30:00,0.0,,9.20,36.80,131.8,125.3,124.3,123.3,9.83,0.06,125.9,0.32,0.32,82,8.45,-113.4,27.430,3.03,1.7
9/11/2019,21:35:00,0.0,,7.57,30.29,131.7,125.1,123.7,122.7,9.78,0.06,125.7,0.26,0.26,82,8.38,-109.6,27.460,3.03,1.7
9/11/2019,21:40:00,0.0,,6.00,24.02,131.7,125.1,123.8,122.7,9.78,0.06,125.8,0.18,0.18,82,8.45,-113.5,27.482,3.03,1.7
9/11/2019,21:45:00,0.0,,7.39,29.57,131.7,125.1,124.1,123.0,9.80,0.06,125.7,0.25,0.25,82,8.45,-113.3,27.480,3.03,1.7
9/11/2019,21:50:00,0.0,,8.29,33.16,131.7,125.1,123.9,122.9,9.79,0.06,125.8,0.30,0.30,82,8.43,-112.5,27.474,3.03,1.7
9/11/2019,21:55:00,0.0,,6.96,27.83,131.8,125.1,123.9,122.9,9.79,0.06,125.8,0.26,0.26,82,8.39,-110.3,27.491,3.03,1.7
9/11/2019,22:00:00,0.0,,5.49,21.97,131.8,125.2,123.6,122.6,9.76,0.06,125.8,0.21,0.21,82,8.38,-109.6,27.504,3.03,1.7
9/11/2019,22:05:00,0.0,,6.61,26.43,131.9,125.2,123.1,122.0,9.72,0.06,125.9,0.26,0.26,82,8.37,-108.6,27.491,3.03,1.7
9/11/2019,22:10:00,0.0,,5.93,23.72,131.9,125.3,122.8,121.7,9.70,0.06,125.9,0.23,0.23,82,8.38,-109.4,27.494,3.03,1.7
9/11/2019,22:15:00,0.0,,6.68,26.71,131.9,125.2,122.5,121.5,9.67,0.06,125.9,0.19,0.19,82,8.32,-105.7,27.511,3.03,1.7
9/11/2019,22:20:00,0.0,,6.76,27.03,132.0,125.3,123.2,122.2,9.72,0.06,125.9,0.21,0.21,82,8.33,-106.2,27.538,3.03,1.7
9/11/2019,22:25:00,0.0,,6.97,27.87,132.1,125.3,123.7,122.6,9.76,0.06,126.0,0.24,0.24,82,8.40,-110.5,27.542,3.03,1.7
9/11/2019,22:30:00,0.0,,5.30,21.20,132.1,125.3,121.6,120.6,9.60,0.06,126.0,0.17,0.17,82,8.40,-110.8,27.547,3.03,1.7
9/11/2019,22:35:00,0.0,,7.07,28.26,132.2,125.3,121.3,120.3,9.57,0.06,126.0,0.22,0.22,82,8.34,-107.2,27.560,3.03,1.7
9/11/2019,22:40:00,0.0,,6.19,24.76,132.2,125.4,121.2,120.2,9.56,0.06,126.1,0.25,0.25,82,8.27,-103.2,27.540,3.02,1.7
9/11/2019,22:45:00,0.0,,7.39,29.57,132.2,125.4,120.7,119.6,9.52,0.06,126.0,0.35,0.35,82,8.28,-103.4,27.567,3.03,1.7
9/11/2019,22:50:00,0.0,,5.80,23.21,132.1,125.4,120.4,119.3,9.50,0.06,126.0,0.13,0.13,82,8.23,-100.7,27.546,3.02,1.7
9/11/2019,22:55:00,0.0,,6.61,26.42,132.1,125.4,119.9,118.8,9.46,0.06,126.0,0.18,0.18,82,8.24,-101.1,27.541,3.03,1.7
9/11/2019,23:00:00,0.0,,6.54,26.16,132.1,125.4,119.6,118.5,9.43,0.06,126.0,0.24,0.24,82,8.21,-99.6,27.542,3.02,1.7
9/11/2019,23:05:00,0.0,,6.36,25.42,131.9,125.2,119.1,118.1,9.40,0.06,125.9,0.24,0.24,82,8.20,-98.9,27.516,3.03,1.7
9/11/2019,23:10:00,0.0,,6.02,24.10,131.9,125.3,118.8,117.8,9.38,0.06,125.9,0.20,0.20,82,8.17,-96.8,27.514,3.02,1.7
9/11/2019,23:15:00,0.0,,6.59,26.35,132.0,125.3,118.6,117.6,9.36,0.06,125.9,0.19,0.19,82,8.13,-94.4,27.538,3.02,1.7
9/11/2019,23:20:00,0.0,,5.87,23.47,132.1,125.3,118.6,117.6,9.36,0.06,126.0,0.20,0.20,82,8.16,-96.5,27.551,3.02,1.7
9/11/2019,23:25:00,0.0,,5.84,23.38,132.2,125.3,118.6,117.6,9.35,0.06,126.0,0.20,0.20,82,8.20,-98.6,27.556,3.02,1.7
9/11/2019,23:30:00,0.0,,5.79,23.17,132.2,125.4,118.2,117.2,9.33,0.06,126.1,0.23,0.23,82,8.14,-95.0,27.539,3.02,1.7
9/11/2019,23:35:00,0.0,,6.35,25.41,132.2,125.4,118.4,117.4,9.35,0.06,126.1,0.18,0.18,82,8.13,-94.4,27.536,3.02,1.7
9/11/2019,23:40:00,0.0,,6.18,24.73,132.3,125.4,118.0,117.0,9.31,0.06,126.1,0.20,0.20,82,8.13,-94.8,27.566,3.02,1.7
9/11/2019,23:45:00,0.0,,6.25,24.99,132.3,125.5,118.1,117.1,9.31,0.06,126.1,0.15,0.15,82,8.14,-95.0,27.567,3.02,1.7
9/11/2019,23:50:00,0.0,,7.85,31.42,132.3,125.5,117.7,116.7,9.29,0.06,126.1,0.31,0.31,82,8.09,-92.6,27.553,3.02,1.7
9/11/2019,23:55:00,0.0,,5.83,23.30,132.3,125.5,117.7,116.7,9.28,0.06,126.2,0.24,0.24,82,8.07,-91.0,27.554,3.02,1.7
9/12/2019,00:00:00,0.0,,6.52,26.09,132.3,125.5,117.8,116.8,9.29,0.06,126.1,0.21,0.21,82,8.01,-87.5,27.578,3.02,1.7
9/12/2019,00:05:00,0.0,,6.41,25.66,132.3,125.5,117.5,116.5,9.27,0.06,126.2,0.18,0.18,82,8.03,-89.0,27.566,3.02,1.7
9/12/2019,00:10:00,0.0,,5.99,23.95,132.4,125.5,117.4,116.4,9.26,0.06,126.2,0.23,0.23,82,8.05,-90.1,27.578,3.02,1.7
9/12/2019,00:15:00,0.0,,6.28,25.13,132.5,125.6,117.7,116.7,9.28,0.06,126.3,0.22,0.22,82,8.00,-87.0,27.586,3.02,1.7
9/12/2019,00:20:00,0.0,,5.82,23.30,132.5,125.6,117.6,116.6,9.27,0.06,126.2,0.22,0.22,82,7.98,-86.0,27.594,3.02,1.7
9/12/2019,00:25:00,0.0,,6.13,24.51,132.5,125.6,117.7,116.7,9.28,0.06,126.3,0.21,0.21,82,8.06,-90.4,27.572,3.02,1.7
9/12/2019,00:30:00,0.0,,5.67,22.69,132.6,125.6,118.2,117.2,9.31,0.06,126.3,0.20,0.20,82,7.93,-83.0,27.618,3.02,1.7
9/12/2019,00:35:00,0.0,,5.56,22.25,132.6,125.5,118.3,117.3,9.32,0.06,126.2,0.22,0.22,82,8.21,-99.4,27.633,3.02,1.7
9/12/2019,00:40:00,0.0,,5.52,22.10,132.5,125.5,119.2,118.2,9.39,0.06,126.2,0.29,0.29,82,8.27,-102.9,27.609,3.01,1.7
9/12/2019,00:45:00,0.0,,5.43,21.71,132.3,125.4,119.9,118.9,9.45,0.06,126.0,0.21,0.21,82,8.30,-104.6,27.590,3.02,1.7
9/12/2019,00:50:00,0.0,,6.52,26.10,132.2,125.3,121.0,120.0,9.54,0.06,125.9,0.23,0.23,82,8.33,-106.5,27.587,3.01,1.7
9/12/2019,00:55:00,0.0,,6.41,25.62,132.1,125.2,121.3,120.2,9.56,0.06,125.8,0.21,0.21,82,8.25,-101.6,27.593,3.02,1.7
9/12/2019,01:00:00,0.0,,5.85,23.40,132.0,125.1,121.0,119.9,9.54,0.06,125.8,0.24,0.24,82,8.28,-103.2,27.589,3.01,1.7
9/12/2019,01:05:00,0.0,,6.91,27.63,131.9,125.0,121.0,120.0,9.54,0.06,125.7,0.20,0.20,82,8.32,-106.2,27.572,3.01,1.6
9/12/2019,01:10:00,0.0,,5.75,22.98,131.5,124.7,120.9,119.9,9.54,0.06,125.3,0.18,0.18,81,8.32,-105.9,27.551,3.01,1.6
9/12/2019,01:15:00,0.0,,6.06,24.24,131.4,124.6,121.1,120.1,9.55,0.06,125.3,0.22,0.22,81,8.30,-104.8,27.569,3.01,1.7
9/12/2019,01:20:00,0.0,,5.82,23.28,131.7,124.9,121.0,120.0,9.54,0.06,125.5,0.24,0.24,82,8.29,-104.2,27.576,3.01,1.6
9/12/2019,01:25:00,0.0,,5.69,22.78,132.3,125.4,120.9,119.9,9.54,0.06,126.1,0.20,0.20,82,8.28,-103.8,27.562,3.01,1.6
9/12/2019,01:30:00,0.0,,6.35,25.39,131.8,125.1,120.8,119.8,9.53,0.06,125.7,0.22,0.22,82,8.31,-105.1,27.542,3.01,1.6
9/12/2019,01:35:00,0.0,,5.44,21.74,132.4,125.6,120.9,119.9,9.54,0.06,126.3,0.17,0.17,82,8.21,-99.6,27.561,3.01,1.6
9/12/2019,01:40:00,0.0,,5.46,21.82,132.2,125.3,120.8,119.8,9.53,0.06,126.0,0.21,0.21,82,8.31,-105.1,27.566,3.01,1.6
9/12/2019,01:45:00,0.0,,6.34,25.37,132.9,126.0,120.7,119.7,9.52,0.06,126.7,0.22,0.22,82,8.29,-104.2,27.587,3.01,1.6
9/12/2019,01:50:00,0.0,,6.14,24.58,132.2,125.3,120.7,119.6,9.52,0.06,126.0,0.21,0.21,82,8.31,-105.1,27.572,3.01,1.6
9/12/2019,01:55:00,0.0,,5.54,22.14,131.7,124.9,120.7,119.7,9.52,0.06,125.5,0.23,0.23,82,8.30,-104.6,27.588,3.01,1.6
9/12/2019,02:00:00,0.0,,5.70,22.81,132.5,125.6,120.6,119.6,9.51,0.06,126.2,0.23,0.23,82,8.21,-99.7,27.586,3.01,1.6
9/12/2019,02:05:00,0.0,,7.26,29.02,132.0,125.1,120.3,119.3,9.49,0.06,125.8,0.27,0.27,82,8.21,-99.2,27.588,3.01,1.6
9/12/2019,02:10:00,0.0,,6.04,24.17,132.0,125.1,120.2,119.1,9.47,0.06,125.8,0.22,0.22,82,8.24,-101.2,27.595,3.01,1.6
9/12/2019,02:15:00,0.0,,5.85,23.39,131.6,124.8,120.2,119.2,9.48,0.06,125.5,0.24,0.24,82,8.25,-101.6,27.563,3.01,1.6
9/12/2019,02:20:00,0.0,,6.05,24.21,132.1,125.3,120.2,119.1,9.48,0.06,125.9,0.20,0.20,82,8.24,-100.9,27.561,3.01,1.6
9/12/2019,02:25:00,0.0,,5.85,23.38,132.1,125.2,120.2,119.1,9.47,0.06,125.9,0.24,0.24,82,8.20,-98.7,27.577,3.01,1.6
9/12/2019,02:30:00,0.0,,6.46,25.82,132.1,125.3,120.2,119.2,9.48,0.06,125.9,0.24,0.24,82,8.27,-102.7,27.555,3.01,1.6
9/12/2019,02:35:00,0.0,,5.59,22.36,131.9,125.2,120.2,119.2,9.49,0.06,125.9,0.18,0.18,82,8.26,-102.5,27.513,3.01,1.6
9/12/2019,02:40:00,0.0,,5.63,22.52,132.0,125.2,120.4,119.3,9.49,0.06,125.9,0.19,0.19,82,8.15,-96.1,27.565,3.01,1.6
9/12/2019,02:45:00,0.0,,6.79,27.16,132.1,125.2,120.4,119.4,9.49,0.06,125.8,0.18,0.18,82,8.15,-95.8,27.626,3.01,1.6
9/12/2019,02:50:00,0.0,,6.90,27.59,132.7,125.8,118.7,117.6,9.35,0.06,126.5,0.26,0.26,82,8.15,-95.9,27.594,3.01,1.6
9/12/2019,02:55:00,0.0,,7.18,28.74,132.2,125.2,118.9,117.9,9.37,0.06,125.9,0.25,0.25,82,8.23,-100.7,27.621,3.01,1.6
9/12/2019,03:00:00,0.0,,5.76,23.05,132.6,125.5,119.0,118.0,9.37,0.06,126.2,0.20,0.20,82,8.17,-97.3,27.638,3.01,1.6
9/12/2019,03:05:00,0.0,,5.56,22.25,132.0,125.0,118.3,117.3,9.32,0.06,125.7,0.12,0.12,82,8.21,-99.4,27.651,3.01,1.6
9/12/2019,03:10:00,0.0,,6.23,24.91,131.9,124.9,117.0,116.0,9.22,0.06,125.6,0.24,0.24,82,8.11,-93.3,27.627,3.01,1.6
9/12/2019,03:15:00,0.0,,5.78,23.13,131.9,125.1,115.2,114.2,9.09,0.06,125.7,0.22,0.22,82,8.16,-96.5,27.553,3.01,1.6
9/12/2019,03:20:00,0.0,,7.39,29.58,132.3,125.3,114.7,113.7,9.03,0.06,125.9,0.27,0.27,82,8.01,-87.5,27.634,3.00,1.6
