date.time,date,time,fract_sec,site_name,cond,nLF_cond,perc_ODO,perc_local_ODO,ODO_conc,sal,sp_cond,TDS,pH,pH_mV,temp,battery,cable_pwr
2019-05-16 10:55:00,5/16/2019,10:55:00,0,NA,101.5,114.1,71,71,6.5,0.05,113.1,73,6.92,-4.1,19.637,2.47,1.5
2019-05-16 11:00:00,5/16/2019,11:00:00,0,NA,101.3,113.9,67.3,67.3,6.16,0.05,112.9,73,6.86,-0.5,19.637,2.46,1.5
2019-05-16 11:05:00,5/16/2019,11:05:00,0,NA,101.2,113.8,65.7,65.7,6.01,0.05,112.7,73,6.83,1.1,19.637,2.47,1.5
2019-05-16 11:10:00,5/16/2019,11:10:00,0,NA,101.2,113.9,66.1,66.1,6.05,0.05,112.8,73,6.82,1.7,19.634,2.46,1.5
2019-05-16 11:15:00,5/16/2019,11:15:00,0,NA,101.3,113.9,63.9,63.9,5.86,0.05,112.9,73,6.83,1.4,19.62,2.47,1.5
2019-05-16 11:20:00,5/16/2019,11:20:00,0,NA,101.2,113.8,66.6,66.6,6.1,0.05,112.7,73,6.84,0.8,19.68,2.46,1.5
2019-05-16 11:25:00,5/16/2019,11:25:00,0,NA,101.3,113.8,67.8,67.8,6.2,0.05,112.8,73,6.84,0.6,19.683,2.47,1.5
2019-05-16 11:30:00,5/16/2019,11:30:00,0,NA,101.4,113.9,67.1,67.1,6.14,0.05,112.8,73,6.84,0.5,19.686,2.46,1.5
2019-05-16 11:35:00,5/16/2019,11:35:00,0,NA,101.4,113.9,67.7,67.7,6.19,0.05,112.8,73,6.84,0.4,19.707,2.47,1.5
2019-05-16 11:40:00,5/16/2019,11:40:00,0,NA,101.4,113.8,66.7,66.7,6.1,0.05,112.7,73,6.85,0.3,19.714,2.46,1.5
2019-05-16 11:45:00,5/16/2019,11:45:00,0,NA,101.4,113.9,66.1,66.1,6.05,0.05,112.9,73,6.83,1.1,19.674,2.47,1.5
2019-05-16 11:50:00,5/16/2019,11:50:00,0,NA,101.3,113.8,66.8,66.8,6.11,0.05,112.8,73,6.84,0.8,19.694,2.46,1.5
2019-05-16 11:55:00,5/16/2019,11:55:00,0,NA,101.4,113.8,65.5,65.5,5.99,0.05,112.8,73,6.83,1.2,19.698,2.47,1.5
2019-05-16 12:00:00,5/16/2019,12:00:00,0,NA,101.5,113.7,65.6,65.6,5.99,0.05,112.7,73,6.82,1.7,19.778,2.46,1.5
