DATE,TIMESTAMP,RECORD.x,BattV_Avg,BattV,BP_mmHg_Avg,BP_mmHg_Std,BP_mmHg,Rain_mm_Tot,AirTC_Avg,AirTC_Std,AirTC,RH,RH_Min,RH_TMn,RH_Max,RH_TMx,RECORD.y,BattV_Min,SlrkW_Avg,SlrkW_Std,SlrkW,SlrMJ_Tot,WS_ms_Avg,WS_ms_Std,WS_ms,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT
2018-08-27,2018-08-27 16:30:00,75809,12.90304,12.88706,755.3867,0.08060285,755.4064,0,34.7797,0.1344272,34.882,52.296,50.611,2018-08-27 16:19:00,58.798,2018-08-27 16:25:30,75809,12.8644,0.6816066,0.01099899,0.6969632,0.6134459,0.6078177,0.3119098,0.006533334,11.23301,0.6078177,190.7161,63.36644
2018-08-27,2018-08-27 16:45:00,75810,12.88967,12.90134,755.3727,0.0657823,755.3926,0,35.14663,0.3408883,35.154,49.487,48.779,2018-08-27 16:44:00,58.029,2018-08-27 16:34:00,75810,12.88035,0.6753056,0.01899009,0.643468,0.6077751,0.5014333,0.3548927,0.6925333,246.7728,0.5014333,244.1839,50.93108
2018-08-27,2018-08-27 17:00:00,75811,12.89093,12.90553,755.3292,0.0631339,755.3698,0,35.26036,0.355951,34.355,51.379,48.267,2018-08-27 16:56:30,54.421,2018-08-27 16:48:00,75811,12.88203,0.6127242,0.07028928,0.6019539,0.5514519,0.4994734,0.3971102,1.218467,207.0293,0.4994734,227.9864,49.71722
2018-08-27,2018-08-27 17:15:00,75812,12.91208,12.90973,755.2241,0.06617257,755.198,0,34.42867,0.2445519,35.195,52.826,51.078,2018-08-27 17:04:00,56.128,2018-08-27 17:03:30,75812,12.90553,0.5452486,0.02843154,0.507479,0.4907238,0.6420088,0.3811317,0.5063333,251.0467,0.6420088,167.552,29.14807
2018-08-27,2018-08-27 17:30:00,75813,12.90436,12.88539,755.2092,0.078141,755.2438,0,34.92249,0.2020226,35.195,52.858,50.539,2018-08-27 17:29:30,57.769,2018-08-27 17:20:00,75813,12.88455,0.4719223,0.0157782,0.4504734,0.4247302,0.4951178,0.2818986,0.4475333,268.4109,0.4951178,242.5811,28.50072
2018-08-27,2018-08-27 17:45:00,75814,12.8893,12.8921,755.2927,0.06344441,755.3331,0,34.10317,0.3576318,34.095,54.941,50.95,2018-08-27 17:43:00,59.666,2018-08-27 17:37:30,75814,12.88287,0.430014,0.0134387,0.4061358,0.3870126,1.111864,0.5950766,0.6010666,196.1127,1.111864,161.005,71.98587
2018-08-27,2018-08-27 18:00:00,75815,12.88866,12.88623,755.2693,0.08320524,755.3262,0,33.81023,0.1490154,33.794,54.189,49.712,2018-08-27 17:58:30,56.318,2018-08-27 17:46:00,75815,12.87951,0.3817438,0.01377635,0.3540142,0.3435693,1.138107,0.4219083,1.064933,148.7793,1.138107,148.1323,26.27728
2018-08-27,2018-08-27 18:15:00,75816,12.89017,12.89378,755.1826,0.05359373,755.1339,0,33.77904,0.06130133,33.718,51.166,49.722,2018-08-27 18:07:30,55.394,2018-08-27 18:03:00,75816,12.87951,0.3143953,0.02742754,0.2670942,0.2829558,0.9257734,0.3480317,1.202133,194.6151,0.9257734,145.8437,30.3682
2018-08-27,2018-08-27 18:30:00,75817,12.80771,12.76283,755.0822,0.06225247,755.0056,0,33.06306,0.2657002,32.789,58.142,51.415,2018-08-27 18:17:30,58.142,2018-08-27 18:30:00,75817,12.67637,0.1778059,0.02294684,0.1650642,0.1600253,0.8259222,0.2599359,0.3070667,132.8672,0.8259222,154.6621,21.62323
2018-08-27,2018-08-27 18:45:00,75818,12.71811,12.70491,755.1112,0.02978392,755.1088,0,32.48211,0.1416377,32.468,57.205,53.585,2018-08-27 18:32:00,58.535,2018-08-27 18:37:00,75818,12.69987,0.1596943,0.01530421,0.1891027,0.1437249,0.87318,0.3524995,0.04246667,152.4225,0.87318,146.7505,20.44969
2018-08-27,2018-08-27 19:00:00,75819,12.68541,12.66545,755.2607,0.07162588,755.3719,0,32.38663,0.212987,32.168,60.671,57.728,2018-08-27 18:45:30,68.738,2018-08-27 18:58:00,75819,12.66126,0.1678547,0.01327379,0.1379732,0.1510692,0.5400888,0.4285765,0.4606,88.50948,0.5400888,154.5903,48.66644
2018-08-27,2018-08-27 19:15:00,75820,12.57894,12.48581,755.3149,0.06738854,755.3216,0,31.4673,0.4609962,30.9,66.281,60.545,2018-08-27 19:00:30,72.074,2018-08-27 19:10:00,75820,12.48581,0.07028138,0.03310288,0.03487487,0.06325325,0.8187355,0.3500403,1.061667,125.3836,0.8187355,168.7137,31.86967
2018-08-27,2018-08-27 19:30:00,75821,12.42179,12.34479,755.3701,0.120597,755.3307,0,30.31287,0.4373541,29.63,75.623,65.47,2018-08-27 19:16:30,76.046,2018-08-27 19:29:00,75821,12.34479,0.03004428,0.003200654,0.02472529,0.02703986,0.9173888,0.2635522,0.7676666,159.3557,0.9173888,153.6488,25.05712
2018-08-27,2018-08-27 19:45:00,75822,12.33382,12.30953,755.3884,0.2156628,755.3766,0,29.43643,0.1132791,29.279,75.762,75.621,2018-08-27 19:30:30,76.791,2018-08-27 19:33:30,75822,12.29526,0.01862282,0.002865434,0.01549146,0.01676054,0.9998177,0.2966533,0.9114,127.4837,0.9998177,143.6555,19.13166
2018-08-27,2018-08-27 20:00:00,75823,12.28387,12.27763,755.3839,0.1626293,755.2255,0,28.98633,0.1888207,28.66,77.992,75.375,2018-08-27 19:45:30,77.992,2018-08-27 20:00:00,75823,12.2684,0.00846307,0.003649911,0.004197194,0.007616763,0.81928,0.3868526,0.4475333,195.0247,0.81928,160.8618,29.80619
2018-08-27,2018-08-27 20:15:00,75824,12.27254,12.27679,755.4224,0.3650818,755.3239,0,28.432,0.118582,28.259,79.98,77.992,2018-08-27 20:00:30,79.982,2018-08-27 20:14:30,75824,12.26,0.001365996,0.0015166,0.000228938,0.001229396,0.3227467,0.155747,0.4736667,178.8395,0.3227467,181.5048,21.56594
2018-08-27,2018-08-27 20:30:00,75825,12.26882,12.27679,755.3895,0.3297434,754.9919,0,28.01817,0.119248,27.868,82.094,80.152,2018-08-27 20:15:30,82.094,2018-08-27 20:30:00,75825,12.25916,0.0001475377,0.0003045714,0,0.000132784,0.4026711,0.2001375,0.1992667,197.0295,0.4026711,179.1431,20.77361
2018-08-27,2018-08-27 20:45:00,75826,12.26678,12.27511,755.349,0.1934917,755.4041,0,27.53383,0.193055,27.358,84.672,81.958,2018-08-27 20:32:30,84.842,2018-08-27 20:43:30,75826,12.25749,6.613762e-05,0.0002574601,0,5.952386e-05,0.4421978,0.1931951,0.8101333,213.3447,0.4421978,186.682,18.24991
2018-08-27,2018-08-27 21:00:00,75827,12.26722,12.27008,755.5803,0.1852836,755.5987,0,27.0124,0.2047442,26.828,85.771,84.55,2018-08-27 20:45:30,87.812,2018-08-27 20:56:00,75827,12.25413,4.070007e-05,0.0002191766,0,3.663007e-05,0.3759933,0.2912971,0.6664,129.4364,0.3759933,164.9772,21.60309
2018-08-27,2018-08-27 21:15:00,75828,12.26356,12.2642,755.5841,0.1097136,755.5781,0,27.0475,0.08307544,27.039,82.688,81.65,2018-08-27 21:10:30,85.464,2018-08-27 21:00:30,75828,12.25413,0,0,0,0,0.5954044,0.2237844,0.5161334,175.8877,0.5954044,150.4976,29.05483
2018-08-27,2018-08-27 21:30:00,75829,12.26182,12.2642,755.7123,0.1003562,755.9101,0,26.36893,0.3789906,25.676,90.386,82.48,2018-08-27 21:15:30,90.386,2018-08-27 21:30:00,75829,12.25077,6.105011e-05,0.0001954557,0.000457876,5.49451e-05,0.12054,0.1778986,0.4736667,244.7464,0.12054,244.3618,8.522076
2018-08-27,2018-08-27 21:45:00,75830,12.25696,12.24825,755.785,0.1352556,755.9376,0,25.52347,0.2144428,26.218,87.01,87.01,2018-08-27 21:45:00,92.453,2018-08-27 21:41:00,75830,12.2407,5.596261e-05,0.0002875231,0,5.036635e-05,0.3632533,0.3496569,0.7774667,95.38194,0.3632533,159.9253,48.324
2018-08-27,2018-08-27 22:00:00,75831,12.25399,12.25833,755.9315,0.07925305,756.0016,0,26.19696,0.5535089,25.224,91.348,82.824,2018-08-27 21:51:00,91.348,2018-08-27 22:00:00,75831,12.23986,5.087503e-06,2.739704e-05,0,4.578753e-06,0.3388622,0.3140931,0,171.1066,0.3388622,154.8739,62.6098
2018-08-27,2018-08-27 22:15:00,75832,12.25326,12.25833,755.9954,0.07565884,755.9284,0,25.04646,0.07235987,24.986,92.875,91.539,2018-08-27 22:00:30,93.248,2018-08-27 22:10:00,75832,12.23146,5.087503e-06,2.739704e-05,0,4.578753e-06,0.2054733,0.3201626,0.6664,275.0688,0.2054733,296.1089,13.82302
2018-08-27,2018-08-27 22:30:00,75833,12.25116,12.24909,756.08,0.1095235,756.21,0,24.4555,0.3129892,23.852,96.07,93.058,2018-08-27 22:15:30,96.07,2018-08-27 22:30:00,75833,12.23734,5.087503e-06,2.739704e-05,0.0001526251,4.578753e-06,0.2392289,0.2358821,0.3887333,207.5689,0.2392289,231.1786,14.48729
2018-08-27,2018-08-27 22:45:00,75834,12.24453,12.24322,756.1494,0.1140581,756.1779,0,23.75167,0.06585269,23.762,98.861,96.074,2018-08-27 22:30:30,98.861,2018-08-27 22:45:00,75834,12.22894,0,0,0,0,0.1845666,0.1999114,0,246.5561,0.1845666,205.203,17.28567
2018-08-27,2018-08-27 23:00:00,75835,12.24293,12.24573,756.2007,0.1337356,756.2673,0,23.82627,0.1149124,23.742,99.117,98.701,2018-08-27 22:56:00,99.296,2018-08-27 22:53:30,75835,12.22811,5.596258e-05,0.0002237347,0,5.036633e-05,0.2304089,0.2079112,0.3168667,181.7176,0.2304089,175.2979,30.04205
2018-08-27,2018-08-27 23:15:00,75836,12.24193,12.23902,756.1036,0.1204936,756.2031,0,24.0205,0.1440154,24.263,95.638,95.638,2018-08-27 23:15:00,99.332,2018-08-27 23:03:30,75836,12.22559,5.087503e-06,2.739704e-05,0.0001526251,4.578753e-06,0.56644,0.3239655,0.5030667,146.209,0.56644,137.4019,33.22762
2018-08-27,2018-08-27 23:30:00,75837,12.23547,12.22475,756.035,0.1431324,755.9581,0,24.43113,0.08628038,24.453,92.363,91.752,2018-08-27 23:28:00,95.367,2018-08-27 23:15:30,75837,12.22223,2.289378e-05,8.622535e-05,0,2.06044e-05,0.3645599,0.274665,0.0882,288.4518,0.3645599,161.6614,59.61197
2018-08-27,2018-08-27 23:45:00,75838,12.23107,12.2323,756.0084,0.1361091,756.1505,0,23.7909,0.2849896,23.511,97.684,92.472,2018-08-27 23:31:00,97.684,2018-08-27 23:45:00,75838,12.21887,0.0001297314,0.0002794548,0,0.0001167583,0.3409311,0.2626699,0.4606,175.5842,0.3409311,241.5038,35.82476
2018-08-28,2018-08-28 00:00:00,75839,12.22637,12.23062,755.9491,0.1151676,756.0108,0,23.26707,0.1039693,23.232,98.796,97.644,2018-08-27 23:47:30,98.796,2018-08-28 00:00:00,75839,12.19705,7.885638e-05,0.000295218,0.001144689,7.097075e-05,0.1134622,0.1518044,0,213.9516,0.1134622,183.1537,7.25597
2018-08-28,2018-08-28 00:15:00,75840,12.2224,12.22978,755.902,0.1153623,755.9307,0,23.09607,0.0926444,23.171,99.281,98.332,2018-08-28 00:04:00,99.281,2018-08-28 00:15:00,75840,12.20964,0,0,0,0,0.3422378,0.2553977,0,285.8164,0.3422378,276.6222,16.50748
2018-08-28,2018-08-28 00:30:00,75841,12.21845,12.20628,755.8572,0.1084564,755.791,0,23.71097,0.4742214,24.574,91.166,91.166,2018-08-28 00:30:00,99.3,2018-08-28 00:18:00,75841,12.20628,0,0,0,0,0.7010267,0.4373931,1.084533,88.03918,0.7010267,92.93618,12.0499
