date.time,date,time,fract_sec,site_name,chl_RFU,chl_conc,cond,fdom_QSU,fdom_RFU,nLF_cond,perc_ODO,perc_local_ODO,ODO_conc,sal,sp_cond,BGA_PC_RFU,BGA_PC_conc,TDS,turb_FNU,TSS,temp,battery,cable_pwr
2019-12-18 13:35:00,12/18/2019,13:35:00,0,<site>,1.29,8.11,10.1,28.71,9.84,16.5,83.1,83.9,10.59,0.01,16.3,-0.44,-0.44,11,5.19,0,5.07,4.88,0
2019-12-18 13:40:00,12/18/2019,13:40:00,0,<site>,1.26,7.95,10.1,28.67,9.82,16.5,83.1,83.9,10.59,0.01,16.3,-0.47,-0.47,11,5,0,5.076,4.89,0
2019-12-18 13:45:00,12/18/2019,13:45:00,0,<site>,1.48,9.15,10.1,28.68,9.83,16.5,82.8,83.6,10.56,0.01,16.3,-0.44,-0.44,11,5.41,0,5.06,4.89,0
2019-12-18 13:50:00,12/18/2019,13:50:00,0,<site>,1.35,8.45,10.1,28.62,9.81,16.5,82.8,83.6,10.55,0.01,16.3,-0.43,-0.43,11,5.28,0,5.093,4.9,0
2019-12-18 13:55:00,12/18/2019,13:55:00,0,<site>,1.34,8.38,10.1,28.66,9.82,16.5,82.9,83.7,10.55,0.01,16.3,-0.41,-0.41,11,5.22,0,5.115,4.89,0
2019-12-18 14:00:00,12/18/2019,14:00:00,0,<site>,1.46,9.02,10.1,28.64,9.81,16.5,82.9,83.7,10.56,0.01,16.3,-0.41,-0.41,11,5.25,0,5.105,4.9,0
2019-12-18 14:05:00,12/18/2019,14:05:00,0,<site>,1.29,8.13,10.1,28.63,9.81,16.5,83,83.8,10.57,0.01,16.3,-0.45,-0.45,11,5.25,0,5.085,4.89,0
2019-12-18 14:10:00,12/18/2019,14:10:00,0,<site>,1.64,10.04,10.1,28.71,9.84,16.5,83.1,83.9,10.61,0.01,16.3,-0.35,-0.35,11,5.1,0,5.026,4.9,0
2019-12-18 14:15:00,12/18/2019,14:15:00,0,<site>,1.32,8.3,10.1,28.61,9.8,16.5,83.1,83.9,10.61,0.01,16.3,-0.41,-0.41,11,4.99,0,5.038,4.89,0
2019-12-18 14:20:00,12/18/2019,14:20:00,0,<site>,1.48,9.14,10.1,28.63,9.81,16.5,83.2,83.9,10.6,0.01,16.3,-0.41,-0.41,11,5.4,0,5.087,4.9,0
2019-12-18 14:25:00,12/18/2019,14:25:00,0,<site>,1.61,9.86,10.1,28.6,9.8,16.5,83.1,83.8,10.57,0.01,16.3,-0.39,-0.39,11,5.08,0,5.128,4.89,0
2019-12-18 14:30:00,12/18/2019,14:30:00,0,<site>,1.61,9.85,10.1,28.54,9.78,16.5,83.1,83.8,10.57,0.01,16.3,-0.4,-0.4,11,5.18,0,5.125,4.9,0
2019-12-18 14:35:00,12/18/2019,14:35:00,0,<site>,1.59,9.77,10.1,28.61,9.8,16.5,83.1,83.9,10.58,0.01,16.3,-0.37,-0.37,11,5.19,0,5.145,4.89,0
2019-12-18 14:40:00,12/18/2019,14:40:00,0,<site>,1.5,9.23,10.1,28.62,9.81,16.5,83.2,84,10.58,0.01,16.3,-0.43,-0.43,11,5.48,0,5.158,4.9,0
2019-12-18 14:45:00,12/18/2019,14:45:00,0,<site>,1.33,8.34,10.1,28.65,9.82,16.6,83.4,84.2,10.62,0.01,16.3,-0.45,-0.45,11,5.02,0,5.123,4.89,0
2019-12-18 14:50:00,12/18/2019,14:50:00,0,<site>,1.54,9.48,10.1,28.67,9.83,16.6,83.3,84.1,10.61,0.01,16.3,-0.38,-0.38,11,5.12,0,5.126,4.9,0
2019-12-18 14:55:00,12/18/2019,14:55:00,0,<site>,1.53,9.45,10.1,28.58,9.79,16.5,83.3,84,10.59,0.01,16.3,-0.38,-0.38,11,5.23,0,5.157,4.89,0
2019-12-18 15:00:00,12/18/2019,15:00:00,0,<site>,1.32,8.3,10.1,28.59,9.8,16.6,83.2,84,10.6,0.01,16.3,-0.35,-0.35,11,5.22,0,5.122,4.9,0
2019-12-18 15:05:00,12/18/2019,15:05:00,0,<site>,1.56,9.58,10.1,28.61,9.8,16.6,83.3,84.1,10.6,0.01,16.3,-0.4,-0.4,11,5.08,0,5.149,4.89,0
2019-12-18 15:10:00,12/18/2019,15:10:00,0,<site>,1.42,8.81,10.1,28.65,9.82,16.6,83.3,84.1,10.61,0.01,16.3,-0.42,-0.42,11,5.29,0,5.121,4.89,0
2019-12-18 15:15:00,12/18/2019,15:15:00,0,<site>,1.42,8.8,10.1,28.65,9.82,16.6,83.4,84.1,10.61,0.01,16.3,-0.41,-0.41,11,5.18,0,5.116,4.89,0
2019-12-18 15:20:00,12/18/2019,15:20:00,0,<site>,1.43,8.9,10.1,28.61,9.8,16.6,83.5,84.2,10.62,0.01,16.3,-0.43,-0.43,11,5.05,0,5.124,4.9,0
2019-12-18 15:25:00,12/18/2019,15:25:00,0,<site>,1.48,9.16,10.1,28.63,9.81,16.6,83.5,84.3,10.64,0.01,16.3,-0.43,-0.43,11,5.19,0,5.118,4.89,0
2019-12-18 15:30:00,12/18/2019,15:30:00,0,<site>,1.42,8.8,10.1,28.65,9.82,16.5,83.5,84.3,10.63,0.01,16.3,-0.41,-0.41,11,5.17,0,5.122,4.9,0
2019-12-18 15:35:00,12/18/2019,15:35:00,0,<site>,1.58,9.69,10.1,28.64,9.81,16.6,83.4,84.2,10.62,0.01,16.3,-0.39,-0.39,11,4.9,0,5.119,4.89,0
2019-12-18 15:40:00,12/18/2019,15:40:00,0,<site>,1.62,9.93,10.1,28.65,9.82,16.6,83.6,84.3,10.64,0.01,16.3,-0.4,-0.4,11,4.98,0,5.104,4.9,0
2019-12-18 15:45:00,12/18/2019,15:45:00,0,<site>,1.25,7.9,10.1,28.66,9.82,16.6,83.5,84.3,10.63,0.01,16.3,-0.38,-0.38,11,5,0,5.102,4.89,0
2019-12-18 15:50:00,12/18/2019,15:50:00,0,<site>,1.39,8.66,10.1,28.6,9.8,16.6,83.5,84.3,10.64,0.01,16.3,-0.44,-0.44,11,5.06,0,5.109,4.9,0
2019-12-18 15:55:00,12/18/2019,15:55:00,0,<site>,1.25,7.89,10.1,28.69,9.83,16.6,83.6,84.4,10.65,0.01,16.3,-0.45,-0.45,11,4.92,0,5.09,4.89,0
2019-12-18 16:00:00,12/18/2019,16:00:00,0,<site>,1.54,9.49,10.1,28.63,9.81,16.6,83.5,84.3,10.64,0.01,16.3,-0.39,-0.39,11,4.94,0,5.093,4.9,0
2019-12-18 16:05:00,12/18/2019,16:05:00,0,<site>,1.77,10.72,10.1,28.6,9.8,16.6,83.6,84.4,10.66,0.01,16.3,-0.34,-0.34,11,5.03,0,5.081,4.89,0
2019-12-18 16:10:00,12/18/2019,16:10:00,0,<site>,1.59,9.76,10.1,28.61,9.8,16.6,83.6,84.4,10.65,0.01,16.3,-0.38,-0.38,11,4.88,0,5.073,4.9,0
2019-12-18 16:15:00,12/18/2019,16:15:00,0,<site>,1.95,11.68,10.1,28.6,9.8,16.6,83.7,84.5,10.67,0.01,16.3,-0.42,-0.42,11,5.03,0,5.064,4.89,0
2019-12-18 16:20:00,12/18/2019,16:20:00,0,<site>,1.87,11.26,10.1,28.62,9.81,16.5,83.6,84.4,10.66,0.01,16.3,-0.34,-0.34,11,4.96,0,5.047,4.9,0
2019-12-18 16:25:00,12/18/2019,16:25:00,0,<site>,1.67,10.17,10.1,28.62,9.81,16.6,83.6,84.4,10.67,0.01,16.3,-0.3,-0.3,11,4.96,0,5.031,4.89,0
2019-12-18 16:30:00,12/18/2019,16:30:00,0,<site>,1.95,11.7,10.1,28.57,9.79,16.5,83.6,84.4,10.67,0.01,16.3,-0.34,-0.34,11,5,0,5.032,4.9,0
2019-12-18 16:35:00,12/18/2019,16:35:00,0,<site>,3.28,18.92,10.1,28.61,9.8,16.6,83.7,84.5,10.67,0.01,16.3,-0.37,-0.37,11,5.17,0,5.042,4.89,0
2019-12-18 16:40:00,12/18/2019,16:40:00,0,<site>,1.79,10.82,10.1,28.7,9.84,16.6,83.8,84.6,10.69,0.01,16.3,-0.35,-0.35,11,5.21,0,5.045,4.9,0
2019-12-18 16:45:00,12/18/2019,16:45:00,0,<site>,2.06,12.29,10.1,28.6,9.8,16.6,83.9,84.7,10.7,0.01,16.3,-0.32,-0.32,11,4.93,0,5.046,4.89,0
2019-12-18 16:50:00,12/18/2019,16:50:00,0,<site>,1.93,11.58,10.1,28.65,9.82,16.6,83.8,84.6,10.7,0.01,16.3,-0.36,-0.36,11,5.03,0,5.027,4.9,0
2019-12-18 16:55:00,12/18/2019,16:55:00,0,<site>,1.85,11.18,10.1,28.62,9.81,16.6,83.9,84.7,10.71,0.01,16.3,-0.31,-0.31,11,5.15,0,5.02,4.89,0
2019-12-18 17:00:00,12/18/2019,17:00:00,0,<site>,2.24,13.27,10.1,28.68,9.83,16.6,83.8,84.6,10.7,0.01,16.3,-0.22,-0.22,11,5.26,0,5.023,4.9,0
2019-12-18 17:05:00,12/18/2019,17:05:00,0,<site>,1.53,9.42,10.1,28.65,9.82,16.6,83.8,84.6,10.7,0.01,16.3,-0.36,-0.36,11,5.02,0,5.017,4.89,0
2019-12-18 17:10:00,12/18/2019,17:10:00,0,<site>,2.82,16.44,10.1,28.62,9.81,16.6,83.7,84.5,10.69,0.01,16.3,-0.31,-0.31,11,4.87,0,5.003,4.9,0
2019-12-18 17:15:00,12/18/2019,17:15:00,0,<site>,1.81,10.96,10.1,28.68,9.83,16.6,83.7,84.5,10.69,0.01,16.3,-0.3,-0.3,11,5.2,0,4.984,4.89,0
2019-12-18 17:20:00,12/18/2019,17:20:00,0,<site>,1.52,9.36,10.1,28.68,9.83,16.6,83.8,84.6,10.7,0.01,16.3,-0.34,-0.34,11,5.07,0,5.017,4.9,0
2019-12-18 17:25:00,12/18/2019,17:25:00,0,<site>,1.67,10.18,10.1,28.68,9.83,16.6,83.9,84.7,10.71,0.01,16.3,-0.36,-0.36,11,5,0,5.015,4.89,0
2019-12-18 17:30:00,12/18/2019,17:30:00,0,<site>,1.92,11.52,10.1,28.71,9.84,16.6,83.8,84.6,10.7,0.01,16.3,-0.29,-0.29,11,5.15,0,4.999,4.9,0
2019-12-18 17:35:00,12/18/2019,17:35:00,0,<site>,1.89,11.39,10.1,28.7,9.84,16.6,83.8,84.6,10.72,0.01,16.3,-0.36,-0.36,11,5.08,0,4.947,4.89,0
2019-12-18 17:40:00,12/18/2019,17:40:00,0,<site>,1.91,11.51,10.1,28.72,9.84,16.5,83.8,84.6,10.72,0.01,16.3,-0.33,-0.33,11,5.33,0,4.925,4.9,0
2019-12-18 17:45:00,12/18/2019,17:45:00,0,<site>,2.42,14.23,10.1,28.66,9.82,16.5,83.7,84.5,10.71,0.01,16.3,-0.27,-0.27,11,5.15,0,4.949,4.89,0
2019-12-18 17:50:00,12/18/2019,17:50:00,0,<site>,1.63,9.95,10.1,28.7,9.84,16.5,83.7,84.5,10.71,0.01,16.3,-0.35,-0.35,11,4.98,0,4.921,4.89,0
2019-12-18 17:55:00,12/18/2019,17:55:00,0,<site>,2.35,13.89,10.1,28.71,9.84,16.6,83.6,84.4,10.7,0.01,16.3,-0.26,-0.26,11,5.17,0,4.928,4.89,0
2019-12-18 18:00:00,12/18/2019,18:00:00,0,<site>,1.87,11.29,10.1,28.71,9.84,16.6,83.7,84.4,10.7,0.01,16.3,-0.33,-0.33,11,5.91,0,4.937,4.9,0
2019-12-18 18:05:00,12/18/2019,18:05:00,0,<site>,1.4,8.73,10.1,28.64,9.81,16.5,83.5,84.3,10.69,0.01,16.3,-0.37,-0.37,11,4.88,0,4.931,4.89,0
2019-12-18 18:10:00,12/18/2019,18:10:00,0,<site>,1.8,10.89,10.1,28.69,9.83,16.5,83.5,84.3,10.69,0.01,16.3,-0.33,-0.33,11,5.2,0,4.909,4.9,0
2019-12-18 18:15:00,12/18/2019,18:15:00,0,<site>,2.29,13.55,10.1,28.51,9.77,16.5,83.5,84.3,10.69,0.01,16.3,-0.25,-0.25,11,5.28,0,4.915,4.89,0
2019-12-18 18:20:00,12/18/2019,18:20:00,0,<site>,1.79,10.84,10,28.69,9.83,16.6,83.4,84.2,10.69,0.01,16.3,-0.34,-0.34,11,5.32,0,4.863,4.9,0
2019-12-18 18:25:00,12/18/2019,18:25:00,0,<site>,1.77,10.72,10,28.74,9.85,16.6,83.5,84.2,10.7,0.01,16.3,-0.29,-0.29,11,5.23,0,4.864,4.89,0
2019-12-18 18:30:00,12/18/2019,18:30:00,0,<site>,2.01,12.02,10.1,28.75,9.85,16.6,83.4,84.2,10.68,0.01,16.3,-0.3,-0.3,11,5.19,0,4.865,4.9,0
2019-12-18 18:35:00,12/18/2019,18:35:00,0,<site>,2.06,12.3,10.1,28.73,9.85,16.6,83.4,84.2,10.7,0.01,16.3,-0.28,-0.28,11,5.32,0,4.845,4.89,0
2019-12-18 18:40:00,12/18/2019,18:40:00,0,<site>,1.77,10.75,10,28.7,9.84,16.6,83.3,84.1,10.68,0.01,16.3,-0.34,-0.34,11,5,0,4.851,4.89,0
2019-12-18 18:45:00,12/18/2019,18:45:00,0,<site>,2.27,13.46,10,28.78,9.87,16.5,83.2,84,10.68,0.01,16.3,-0.26,-0.26,11,5.17,0,4.833,4.88,0
2019-12-18 18:50:00,12/18/2019,18:50:00,0,<site>,2.08,12.43,10,28.77,9.86,16.5,83.1,83.9,10.67,0.01,16.3,-0.28,-0.28,11,5.13,0,4.8,4.9,0
2019-12-18 18:55:00,12/18/2019,18:55:00,0,<site>,1.91,11.48,10,28.77,9.86,16.6,83.1,83.9,10.68,0.01,16.3,-0.3,-0.3,11,5.23,0,4.756,4.88,0
2019-12-18 19:00:00,12/18/2019,19:00:00,0,<site>,1.62,9.93,10,28.75,9.85,16.6,83.1,83.9,10.67,0.01,16.3,-0.38,-0.38,11,5.22,0,4.793,4.89,0
2019-12-18 19:05:00,12/18/2019,19:05:00,0,<site>,2.02,12.07,10,28.77,9.86,16.6,83.1,83.8,10.67,0.01,16.3,-0.3,-0.3,11,5.23,0,4.767,4.89,0
2019-12-18 19:10:00,12/18/2019,19:10:00,0,<site>,1.99,11.94,10,28.82,9.88,16.6,83.1,83.8,10.67,0.01,16.3,-0.32,-0.32,11,5.04,0,4.776,4.89,0
2019-12-18 19:15:00,12/18/2019,19:15:00,0,<site>,2.56,15,10,28.8,9.87,16.6,83.1,83.9,10.68,0.01,16.3,-0.29,-0.29,11,5.09,0,4.772,4.88,0
2019-12-18 19:20:00,12/18/2019,19:20:00,0,<site>,1.95,11.68,10,28.77,9.86,16.6,83.1,83.9,10.68,0.01,16.3,-0.31,-0.31,11,5,0,4.781,4.89,0
2019-12-18 19:25:00,12/18/2019,19:25:00,0,<site>,2.09,12.44,10,28.77,9.86,16.5,83.1,83.8,10.67,0.01,16.3,-0.28,-0.28,11,6.34,0,4.775,4.89,0
2019-12-18 19:30:00,12/18/2019,19:30:00,0,<site>,1.94,11.62,10,28.79,9.87,16.6,83,83.8,10.67,0.01,16.3,-0.28,-0.28,11,4.94,0,4.765,4.9,0
2019-12-18 19:35:00,12/18/2019,19:35:00,0,<site>,2.1,12.53,10,28.73,9.85,16.5,82.9,83.7,10.65,0.01,16.3,-0.27,-0.27,11,5.08,0,4.767,4.88,0
2019-12-18 19:40:00,12/18/2019,19:40:00,0,<site>,1.72,10.47,10,28.8,9.87,16.6,82.9,83.7,10.66,0.01,16.3,-0.32,-0.32,11,5.09,0,4.757,4.89,0
2019-12-18 19:45:00,12/18/2019,19:45:00,0,<site>,1.87,11.25,10,28.57,9.79,16.6,82.9,83.7,10.66,0.01,16.3,-0.31,-0.31,11,5.25,0,4.749,4.88,0
2019-12-18 19:50:00,12/18/2019,19:50:00,0,<site>,2.49,14.64,10,28.75,9.85,16.6,82.8,83.6,10.65,0.01,16.3,-0.25,-0.25,11,5.01,0,4.744,4.89,0
2019-12-18 19:55:00,12/18/2019,19:55:00,0,<site>,1.58,9.71,10,28.8,9.87,16.6,82.8,83.6,10.65,0.01,16.3,-0.28,-0.28,11,5.11,0,4.737,4.88,0
2019-12-18 20:00:00,12/18/2019,20:00:00,0,<site>,1.84,11.13,10,28.82,9.88,16.6,82.8,83.6,10.65,0.01,16.3,-0.33,-0.33,11,5.01,0,4.726,4.89,0
2019-12-18 20:05:00,12/18/2019,20:05:00,0,<site>,1.31,8.21,10,28.79,9.87,16.6,82.8,83.6,10.66,0.01,16.3,-0.4,-0.4,11,5.12,0,4.719,4.88,0
2019-12-18 20:10:00,12/18/2019,20:10:00,0,<site>,2.1,12.53,10,28.63,9.81,16.6,82.7,83.5,10.65,0.01,16.3,-0.32,-0.32,11,4.98,0,4.699,4.89,0
2019-12-18 20:15:00,12/18/2019,20:15:00,0,<site>,1.35,8.44,10,28.86,9.89,16.6,82.7,83.5,10.65,0.01,16.3,-0.38,-0.38,11,4.91,0,4.701,4.88,0
2019-12-18 20:20:00,12/18/2019,20:20:00,0,<site>,2.18,12.95,10,28.85,9.89,16.6,82.7,83.4,10.64,0.01,16.3,-0.26,-0.26,11,5.18,0,4.696,4.89,0
2019-12-18 20:25:00,12/18/2019,20:25:00,0,<site>,1.36,8.5,10,28.78,9.86,16.6,82.5,83.3,10.62,0.01,16.3,-0.37,-0.37,11,5.31,0,4.701,4.88,0
2019-12-18 20:30:00,12/18/2019,20:30:00,0,<site>,1.96,11.74,10,28.18,9.65,16.6,82.5,83.3,10.63,0.01,16.3,-0.28,-0.28,11,5.31,0,4.681,4.89,0
2019-12-18 20:35:00,12/18/2019,20:35:00,0,<site>,1.39,8.65,10,28.56,9.79,16.6,82.5,83.3,10.63,0.01,16.3,-0.25,-0.25,11,5.12,0,4.658,4.88,0
2019-12-18 20:40:00,12/18/2019,20:40:00,0,<site>,2.78,16.2,10,28.86,9.89,16.6,82.5,83.3,10.63,0.01,16.3,-0.3,-0.3,11,5.36,0,4.663,4.89,0
2019-12-18 20:45:00,12/18/2019,20:45:00,0,<site>,1.45,8.97,10,28.9,9.91,16.6,82.5,83.3,10.62,0.01,16.3,-0.35,-0.35,11,4.98,0,4.676,4.88,0
