date, time, fract_sec, site_name, cond, nLF_cond, perc_ODO, perc_local_ODO, ODO_conc, sal, sp_cond, TDS, pH, pH_mV, temp, battery, cable_pwr
8/8/2019,08:35:00,0.0,,0.4,0.4,99.5,99.8,8.59,0.00,0.4,0,7.19,-31.0,22.683,2.54,1.6
8/8/2019,08:40:00,0.0,,0.4,0.4,99.7,100.0,8.76,0.00,0.4,0,7.15,-28.8,21.749,2.53,1.6
8/8/2019,08:45:00,0.0,,125.5,117.0,104.8,105.1,8.14,0.05,117.8,77,7.65,-59.1,28.410,2.53,1.6
8/8/2019,08:50:00,0.0,,126.0,117.2,104.2,104.6,8.09,0.05,118.1,77,7.62,-57.4,28.499,2.53,1.6
8/8/2019,08:55:00,0.0,,126.1,117.3,104.3,104.6,8.09,0.05,118.2,77,7.61,-56.5,28.520,2.54,1.6
8/8/2019,09:00:00,0.0,,126.2,117.4,103.9,104.2,8.06,0.05,118.3,77,7.55,-53.1,28.527,2.53,1.6
8/8/2019,09:05:00,0.0,,126.3,117.5,103.4,103.7,8.02,0.05,118.3,77,7.58,-54.8,28.518,2.54,1.6
8/8/2019,09:10:00,0.0,,126.3,117.5,103.0,103.3,7.99,0.05,118.4,77,7.55,-53.1,28.517,2.53,1.6
8/8/2019,09:15:00,0.0,,126.3,117.5,102.9,103.2,7.98,0.05,118.4,77,7.54,-52.3,28.502,2.54,1.6
8/8/2019,09:20:00,0.0,,126.1,117.4,102.6,102.9,7.96,0.05,118.2,77,7.53,-51.9,28.503,2.53,1.6
8/8/2019,09:25:00,0.0,,126.2,117.4,101.8,102.1,7.90,0.05,118.3,77,7.49,-49.5,28.497,2.54,1.6
8/8/2019,09:30:00,0.0,,126.2,117.4,98.1,98.4,7.61,0.05,118.3,77,7.46,-47.5,28.496,2.53,1.6
8/8/2019,09:35:00,0.0,,126.2,117.4,97.1,97.4,7.53,0.05,118.3,77,7.47,-48.1,28.494,2.54,1.6
8/8/2019,09:40:00,0.0,,126.1,117.4,95.1,95.4,7.38,0.05,118.2,77,7.47,-48.5,28.495,2.53,1.6
8/8/2019,09:45:00,0.0,,126.2,117.4,99.7,100.0,7.74,0.05,118.2,77,7.47,-48.4,28.506,2.54,1.6
8/8/2019,09:50:00,0.0,,126.1,117.4,98.7,99.0,7.65,0.05,118.2,77,7.47,-48.3,28.509,2.53,1.6
8/8/2019,09:55:00,0.0,,126.1,117.3,100.6,100.9,7.80,0.05,118.1,77,7.47,-48.0,28.517,2.54,1.6
8/8/2019,10:00:00,0.0,,126.0,117.2,100.4,100.7,7.79,0.05,118.1,77,7.47,-47.9,28.518,2.53,1.6
8/8/2019,10:05:00,0.0,,126.0,117.2,98.0,98.3,7.60,0.05,118.1,77,7.44,-46.1,28.522,2.54,1.6
8/8/2019,10:10:00,0.0,,126.1,117.2,99.4,99.7,7.71,0.05,118.1,77,7.44,-46.5,28.540,2.53,1.6
8/8/2019,10:15:00,0.0,,126.1,117.2,97.0,97.3,7.52,0.05,118.1,77,7.42,-45.5,28.540,2.54,1.6
8/8/2019,10:20:00,0.0,,126.1,117.2,96.9,97.2,7.51,0.05,118.1,77,7.39,-43.6,28.562,2.53,1.6
8/8/2019,10:25:00,0.0,,126.1,117.2,99.3,99.6,7.69,0.05,118.1,77,7.41,-44.6,28.565,2.54,1.6
8/8/2019,10:30:00,0.0,,126.1,117.2,98.6,98.9,7.64,0.05,118.1,77,7.40,-44.2,28.557,2.53,1.6
8/8/2019,10:35:00,0.0,,126.1,117.2,97.3,97.6,7.54,0.05,118.1,77,7.36,-41.4,28.554,2.54,1.6
8/8/2019,10:40:00,0.0,,126.2,117.3,98.4,98.7,7.63,0.05,118.1,77,7.38,-42.8,28.582,2.53,1.6
8/8/2019,10:45:00,0.0,,126.3,117.3,100.9,101.2,7.81,0.05,118.2,77,7.40,-43.9,28.584,2.54,1.6
8/8/2019,10:50:00,0.0,,126.3,117.2,99.7,100.0,7.72,0.05,118.1,77,7.41,-44.9,28.609,2.53,1.6
8/8/2019,10:55:00,0.0,,126.2,117.2,98.9,99.2,7.65,0.05,118.1,77,7.39,-43.5,28.611,2.54,1.6
8/8/2019,11:00:00,0.0,,126.2,117.2,99.7,100.0,7.72,0.05,118.0,77,7.40,-43.7,28.619,2.53,1.6
8/8/2019,11:05:00,0.0,,126.3,117.2,99.6,99.9,7.71,0.05,118.1,77,7.38,-42.9,28.631,2.54,1.6
8/8/2019,11:10:00,0.0,,126.4,117.3,99.8,100.1,7.72,0.05,118.2,77,7.40,-43.7,28.643,2.53,1.6
8/8/2019,11:15:00,0.0,,126.5,117.3,99.8,100.1,7.72,0.05,118.2,77,7.39,-43.5,28.656,2.54,1.6
8/8/2019,11:20:00,0.0,,126.5,117.3,99.3,99.6,7.68,0.05,118.2,77,7.38,-42.7,28.668,2.53,1.6
8/8/2019,11:25:00,0.0,,126.6,117.4,100.0,100.3,7.73,0.05,118.3,77,7.40,-44.1,28.681,2.54,1.6
8/8/2019,11:30:00,0.0,,126.6,117.4,100.0,100.3,7.73,0.05,118.3,77,7.39,-43.3,28.691,2.54,1.6
8/8/2019,11:35:00,0.0,,126.6,117.4,101.3,101.6,7.83,0.05,118.3,77,7.40,-43.9,28.676,2.54,1.6
8/8/2019,11:40:00,0.0,,126.7,117.4,101.8,102.1,7.87,0.05,118.3,77,7.43,-45.8,28.726,2.54,1.6
8/8/2019,11:45:00,0.0,,126.8,117.4,101.3,101.6,7.83,0.05,118.3,77,7.44,-46.6,28.725,2.54,1.6
8/8/2019,11:50:00,0.0,,126.7,117.3,102.1,102.4,7.89,0.05,118.3,77,7.46,-47.4,28.758,2.54,1.6
8/8/2019,11:55:00,0.0,,126.7,117.3,102.9,103.2,7.94,0.05,118.2,77,7.51,-50.6,28.781,2.54,1.6
8/8/2019,12:00:00,0.0,,126.7,117.1,104.0,104.4,8.03,0.05,118.1,77,7.48,-49.0,28.805,2.53,1.6
8/8/2019,12:05:00,0.0,,126.8,117.1,105.3,105.6,8.12,0.05,118.1,77,7.58,-54.7,28.869,2.54,1.6
8/8/2019,12:10:00,0.0,,126.8,117.2,104.9,105.2,8.09,0.05,118.1,77,7.54,-52.2,28.831,2.54,1.6
8/8/2019,12:15:00,0.0,,126.9,117.2,104.5,104.8,8.05,0.05,118.1,77,7.56,-53.9,28.875,2.54,1.6
8/8/2019,12:20:00,0.0,,127.0,117.1,107.0,107.3,8.23,0.05,118.1,77,7.60,-55.9,28.958,2.54,1.6
8/8/2019,12:25:00,0.0,,127.1,117.2,107.8,108.1,8.29,0.05,118.1,77,7.67,-60.2,28.964,2.54,1.6
8/8/2019,12:30:00,0.0,,127.2,117.1,108.6,108.9,8.35,0.05,118.1,77,7.70,-61.9,29.030,2.54,1.6
8/8/2019,12:35:00,0.0,,127.3,117.2,109.0,109.4,8.38,0.05,118.2,77,7.69,-61.7,29.032,2.54,1.6
8/8/2019,12:40:00,0.0,,127.3,117.3,108.7,109.1,8.36,0.05,118.2,77,7.68,-61.1,29.007,2.54,1.6
8/8/2019,12:45:00,0.0,,127.4,117.3,109.5,109.8,8.42,0.05,118.3,77,7.73,-63.8,29.002,2.54,1.6
8/8/2019,12:50:00,0.0,,127.2,117.2,108.3,108.7,8.33,0.05,118.2,77,7.65,-59.0,28.989,2.54,1.6
8/8/2019,12:55:00,0.0,,127.2,117.3,108.3,108.6,8.33,0.05,118.3,77,7.64,-58.6,28.965,2.54,1.6
8/8/2019,13:00:00,0.0,,127.3,117.3,109.2,109.5,8.40,0.05,118.2,77,7.66,-59.7,29.002,2.54,1.6
8/8/2019,13:05:00,0.0,,127.3,117.2,109.9,110.3,8.45,0.05,118.2,77,7.70,-62.4,29.056,2.54,1.6
8/8/2019,13:10:00,0.0,,127.5,117.2,109.8,110.1,8.42,0.05,118.3,77,7.80,-68.3,29.109,2.54,1.6
