date, time, fract_sec, site_name, cond, nLF cond, perc_ODO, perc_local_ODO, ODO_conc, sal, sp_cond, TDS, pH, pH_mV, temp, battery, cable_pwr
3/28/2019,13:15:00,0.0,,0.0,0.0,118.4,118.4,10.71,0.00,0.0,0,6.42,28.4,20.279,3.05,1.6
3/28/2019,13:20:00,0.0,,-0.1,-0.2,114.5,114.5,10.37,0.00,-0.2,0,6.81,5.7,20.227,3.06,1.6
3/28/2019,13:25:00,0.0,,-0.1,-0.2,116.8,116.8,10.44,0.00,-0.2,0,6.99,-4.9,20.893,3.07,1.6
3/28/2019,13:30:00,0.0,,0.0,0.0,114.2,114.2,10.14,0.00,0.0,0,5.91,57.9,21.217,3.07,1.6
3/28/2019,13:35:00,0.0,,0.0,0.0,115.6,115.6,10.21,0.00,0.0,0,5.92,57.2,21.498,3.07,1.6
3/28/2019,13:40:00,0.0,,-0.1,-0.1,116.2,116.2,10.20,0.00,-0.1,0,5.93,57.1,21.785,3.07,1.6
3/28/2019,13:45:00,0.0,,0.0,0.0,116.1,116.1,10.10,0.00,0.0,0,5.92,57.8,22.287,3.07,1.6
3/28/2019,13:50:00,0.0,,0.1,0.1,116.8,116.8,10.10,0.00,0.1,0,5.42,87.0,22.599,3.07,1.6
3/28/2019,13:55:00,0.0,,0.1,0.1,114.5,114.5,9.61,0.00,0.1,0,5.48,83.8,24.165,3.07,1.6
3/28/2019,14:00:00,0.0,,0.1,0.1,112.8,112.8,9.19,0.00,0.1,0,5.50,83.4,25.783,3.07,1.6
3/28/2019,14:05:00,0.0,,0.1,0.1,112.0,112.0,9.02,0.00,0.1,0,5.42,88.2,26.463,3.07,1.6
3/28/2019,14:10:00,0.0,,0.2,0.2,112.5,112.5,9.20,0.00,0.2,0,5.37,90.7,25.565,3.07,1.6
3/28/2019,14:15:00,0.0,,0.6,0.7,114.6,114.6,10.26,0.00,0.7,0,4.94,113.9,20.753,3.06,1.6
3/28/2019,14:20:00,0.0,,89.0,119.5,117.9,117.9,12.61,0.06,117.5,76,7.00,-5.3,12.308,3.07,1.6
3/28/2019,14:25:00,0.0,,87.6,118.3,117.1,117.1,12.59,0.05,116.3,76,6.96,-3.0,12.073,3.07,1.6
3/28/2019,14:30:00,0.0,,87.5,118.5,117.2,117.2,12.64,0.05,116.5,76,6.99,-4.7,11.984,3.07,1.5
3/28/2019,14:35:00,0.0,,87.8,118.3,117.3,117.3,12.59,0.05,116.3,76,6.99,-4.9,12.176,3.07,1.4
3/28/2019,14:40:00,0.0,,87.8,118.5,117.5,117.5,12.64,0.05,116.5,76,7.00,-5.4,12.069,3.07,1.4
3/28/2019,14:45:00,0.0,,87.8,118.5,118.0,118.0,12.68,0.05,116.4,76,7.01,-6.0,12.135,3.07,1.4
3/28/2019,14:50:00,0.0,,87.6,118.3,117.3,117.3,12.62,0.05,116.3,76,7.01,-6.0,12.068,3.07,1.3
3/28/2019,14:55:00,0.0,,88.0,118.4,117.8,117.8,12.63,0.05,116.4,76,7.02,-6.2,12.222,3.07,1.3
3/28/2019,15:00:00,0.0,,88.0,118.7,118.1,118.1,12.69,0.05,116.7,76,7.02,-6.4,12.110,3.07,1.3
3/28/2019,15:05:00,0.0,,88.1,118.3,117.8,117.8,12.60,0.05,116.3,76,7.02,-6.2,12.302,3.07,1.3
3/28/2019,15:10:00,0.0,,87.9,118.3,117.9,117.9,12.64,0.05,116.3,76,7.02,-6.5,12.208,3.07,1.3
3/28/2019,15:15:00,0.0,,88.0,118.4,118.1,118.1,12.66,0.05,116.4,76,7.02,-6.5,12.214,3.07,1.3
3/28/2019,15:20:00,0.0,,87.9,118.3,117.9,117.9,12.64,0.05,116.3,76,7.02,-6.7,12.224,3.07,1.3
3/28/2019,15:25:00,0.0,,88.2,118.3,118.2,118.2,12.63,0.05,116.3,76,7.03,-6.7,12.353,3.07,1.3
3/28/2019,15:30:00,0.0,,88.2,118.6,117.7,117.7,12.62,0.05,116.6,76,7.02,-6.6,12.219,3.07,1.3
3/28/2019,15:35:00,0.0,,88.4,118.4,118.1,118.1,12.61,0.05,116.4,76,7.03,-6.8,12.395,3.07,1.3
3/28/2019,15:40:00,0.0,,88.5,118.8,118.7,118.7,12.70,0.05,116.8,76,7.03,-7.1,12.305,3.07,1.3
3/28/2019,15:45:00,0.0,,88.4,118.5,118.7,118.7,12.68,0.05,116.5,76,7.03,-7.1,12.381,3.07,1.3
3/28/2019,15:50:00,0.0,,88.5,118.2,118.8,118.8,12.65,0.05,116.2,76,7.04,-7.3,12.521,3.07,1.3
3/28/2019,15:55:00,0.0,,88.7,118.5,119.1,119.1,12.69,0.05,116.5,76,7.04,-7.4,12.502,3.07,1.3
3/28/2019,16:00:00,0.0,,88.9,118.4,119.3,119.3,12.68,0.05,116.4,76,7.04,-7.5,12.613,3.07,1.3
3/28/2019,16:05:00,0.0,,88.5,118.3,118.8,118.8,12.65,0.05,116.3,76,7.04,-7.3,12.491,3.06,1.3
3/28/2019,16:10:00,0.0,,88.7,118.8,118.7,118.7,12.68,0.05,116.8,76,7.03,-7.1,12.393,3.07,1.3
3/28/2019,16:15:00,0.0,,88.7,118.4,118.7,118.7,12.64,0.05,116.5,76,7.03,-7.2,12.500,3.07,1.3
3/28/2019,16:20:00,0.0,,88.7,118.4,119.1,119.1,12.68,0.05,116.5,76,7.03,-7.0,12.539,3.07,1.3
3/28/2019,16:25:00,0.0,,88.4,118.2,119.0,119.0,12.68,0.05,116.2,76,7.04,-7.3,12.474,3.06,1.3
3/28/2019,16:30:00,0.0,,88.9,118.9,119.2,119.2,12.71,0.05,116.9,76,7.04,-7.6,12.460,3.07,1.3
3/28/2019,16:35:00,0.0,,88.4,118.6,118.7,118.7,12.69,0.05,116.6,76,7.04,-7.4,12.353,3.06,1.3
3/28/2019,16:40:00,0.0,,88.4,118.4,118.9,118.9,12.69,0.05,116.4,76,7.04,-7.6,12.410,3.07,1.3
3/28/2019,16:45:00,0.0,,88.5,118.7,118.5,118.5,12.66,0.05,116.7,76,7.04,-7.7,12.380,3.06,1.3
3/28/2019,16:50:00,0.0,,88.4,118.4,118.6,118.6,12.66,0.05,116.5,76,7.04,-7.6,12.405,3.06,1.3
3/28/2019,16:55:00,0.0,,88.7,118.8,119.2,119.2,12.73,0.05,116.8,76,7.05,-7.9,12.381,3.06,1.3
3/28/2019,17:00:00,0.0,,88.6,119.0,118.7,118.7,12.70,0.06,117.0,76,7.04,-7.7,12.299,3.06,1.3
3/28/2019,17:05:00,0.0,,88.7,118.7,118.5,118.5,12.64,0.05,116.7,76,7.04,-7.8,12.432,3.06,1.3
3/28/2019,17:10:00,0.0,,89.2,118.3,119.7,119.7,12.67,0.05,116.4,76,7.05,-8.4,12.783,3.06,1.3
3/28/2019,17:15:00,0.0,,88.9,118.6,119.3,119.3,12.70,0.05,116.7,76,7.05,-8.0,12.561,3.06,1.3
3/28/2019,17:20:00,0.0,,89.4,118.8,119.8,119.8,12.70,0.05,116.8,76,7.05,-8.3,12.714,3.06,1.3
3/28/2019,17:25:00,0.0,,89.2,118.7,119.9,119.9,12.73,0.05,116.7,76,7.05,-8.3,12.643,3.06,1.3
3/28/2019,17:30:00,0.0,,88.8,118.7,119.3,119.3,12.72,0.05,116.7,76,7.05,-8.2,12.488,3.06,1.3
3/28/2019,17:35:00,0.0,,88.7,118.8,118.2,118.2,12.62,0.05,116.8,76,7.05,-7.9,12.400,3.06,1.3
3/28/2019,17:40:00,0.0,,88.9,118.3,119.7,119.7,12.71,0.05,116.4,76,7.06,-8.8,12.652,3.06,1.3
3/28/2019,17:45:00,0.0,,88.9,118.9,119.2,119.2,12.72,0.05,116.9,76,7.06,-8.5,12.451,3.06,1.3
3/28/2019,17:50:00,0.0,,88.5,118.8,119.1,119.1,12.73,0.05,116.8,76,7.06,-8.7,12.317,3.06,1.3
3/28/2019,17:55:00,0.0,,89.2,118.4,119.5,119.5,12.66,0.05,116.4,76,7.06,-8.6,12.751,3.06,1.3
3/28/2019,18:00:00,0.0,,89.0,118.8,119.3,119.3,12.69,0.05,116.8,76,7.06,-8.6,12.558,3.06,1.3
3/28/2019,18:05:00,0.0,,89.1,118.6,119.1,119.1,12.65,0.05,116.7,76,7.06,-8.4,12.632,3.06,1.3
3/28/2019,18:10:00,0.0,,89.5,118.6,118.9,118.9,12.58,0.05,116.6,76,7.05,-8.2,12.804,3.06,1.3
3/28/2019,18:15:00,0.0,,89.2,118.6,119.0,119.0,12.63,0.05,116.7,76,7.06,-8.4,12.680,3.06,1.3
3/28/2019,18:20:00,0.0,,89.0,118.7,119.4,119.4,12.70,0.05,116.7,76,7.06,-8.5,12.573,3.06,1.3
3/28/2019,18:25:00,0.0,,88.8,118.7,119.5,119.5,12.73,0.05,116.7,76,7.06,-8.8,12.483,3.06,1.3
3/28/2019,18:30:00,0.0,,89.3,118.6,119.4,119.4,12.66,0.05,116.7,76,7.06,-8.7,12.718,3.06,1.3
3/28/2019,18:35:00,0.0,,89.2,118.6,119.3,119.3,12.65,0.05,116.6,76,7.06,-8.5,12.690,3.06,1.4
3/28/2019,18:40:00,0.0,,89.1,119.2,119.0,119.0,12.69,0.06,117.2,76,7.06,-8.4,12.451,3.06,1.3
3/28/2019,18:45:00,0.0,,89.3,118.7,119.1,119.1,12.63,0.05,116.7,76,7.06,-8.5,12.691,3.06,1.3
3/28/2019,18:50:00,0.0,,89.1,118.8,118.7,118.7,12.62,0.05,116.8,76,7.06,-8.5,12.597,3.06,1.3
3/28/2019,18:55:00,0.0,,89.1,118.6,119.2,119.2,12.66,0.05,116.7,76,7.05,-8.2,12.650,3.06,1.3
3/28/2019,19:00:00,0.0,,89.1,118.6,119.2,119.2,12.66,0.05,116.7,76,7.05,-8.3,12.642,3.06,1.3
3/28/2019,19:05:00,0.0,,89.0,118.9,118.9,118.9,12.67,0.05,116.9,76,7.05,-7.9,12.499,3.06,1.3
3/28/2019,19:10:00,0.0,,88.8,118.6,118.7,118.7,12.63,0.05,116.6,76,7.05,-8.1,12.517,3.06,1.3
3/28/2019,19:15:00,0.0,,88.9,118.6,118.6,118.6,12.61,0.05,116.6,76,7.05,-8.0,12.582,3.06,1.3
3/28/2019,19:20:00,0.0,,88.9,118.6,118.5,118.5,12.60,0.05,116.6,76,7.05,-8.3,12.569,3.06,1.3
3/28/2019,19:25:00,0.0,,88.9,118.7,118.6,118.6,12.63,0.05,116.7,76,7.05,-8.2,12.535,3.06,1.3
3/28/2019,19:30:00,0.0,,88.9,118.6,118.9,118.9,12.65,0.05,116.6,76,7.05,-8.2,12.558,3.06,1.3
3/28/2019,19:35:00,0.0,,89.1,118.6,119.5,119.5,12.69,0.05,116.6,76,7.06,-8.7,12.624,3.06,1.3
3/28/2019,19:40:00,0.0,,89.0,118.7,119.3,119.3,12.69,0.05,116.7,76,7.07,-9.2,12.563,3.06,1.3
3/28/2019,19:45:00,0.0,,89.1,118.6,119.6,119.6,12.70,0.05,116.6,76,7.07,-8.9,12.641,3.06,1.3
3/28/2019,19:50:00,0.0,,89.2,118.6,119.7,119.7,12.70,0.05,116.7,76,7.07,-9.2,12.674,3.06,1.3
3/28/2019,19:55:00,0.0,,89.2,118.6,119.9,119.9,12.72,0.05,116.6,76,7.07,-9.2,12.685,3.06,1.3
3/28/2019,20:00:00,0.0,,89.3,118.5,120.2,120.2,12.73,0.05,116.6,76,7.07,-9.2,12.758,3.06,1.3
3/28/2019,20:05:00,0.0,,89.2,118.7,120.0,120.0,12.74,0.05,116.7,76,7.08,-9.5,12.669,3.06,1.3
3/28/2019,20:10:00,0.0,,89.2,118.7,119.9,119.9,12.73,0.05,116.7,76,7.07,-9.3,12.644,3.06,1.3
3/28/2019,20:15:00,0.0,,89.1,118.6,119.6,119.6,12.71,0.05,116.7,76,7.07,-9.3,12.612,3.05,1.3
3/28/2019,20:20:00,0.0,,89.1,118.6,119.5,119.5,12.68,0.05,116.6,76,7.07,-9.2,12.641,3.06,1.3
3/28/2019,20:25:00,0.0,,89.3,118.6,119.8,119.8,12.70,0.05,116.7,76,7.07,-9.4,12.709,3.05,1.3
3/28/2019,20:30:00,0.0,,89.2,118.6,119.6,119.6,12.69,0.05,116.6,76,7.07,-9.5,12.678,3.06,1.3
3/28/2019,20:35:00,0.0,,89.1,118.6,119.4,119.4,12.68,0.05,116.7,76,7.07,-9.4,12.650,3.05,1.3
3/28/2019,20:40:00,0.0,,89.2,118.6,119.4,119.4,12.67,0.05,116.6,76,7.07,-9.4,12.678,3.05,1.3
3/28/2019,20:45:00,0.0,,89.3,118.6,119.6,119.6,12.68,0.05,116.7,76,7.07,-9.5,12.700,3.05,1.3
3/28/2019,20:50:00,0.0,,89.2,118.6,119.4,119.4,12.67,0.05,116.7,76,7.08,-9.5,12.676,3.05,1.3
3/28/2019,20:55:00,0.0,,89.3,118.6,119.6,119.6,12.68,0.05,116.6,76,7.07,-9.2,12.726,3.05,1.3
3/28/2019,21:00:00,0.0,,89.4,118.7,119.6,119.6,12.68,0.05,116.7,76,7.07,-9.5,12.735,3.05,1.3
3/28/2019,21:05:00,0.0,,89.4,118.7,119.6,119.6,12.68,0.05,116.7,76,7.08,-9.5,12.731,3.05,1.3
3/28/2019,21:10:00,0.0,,89.4,118.6,119.5,119.5,12.66,0.05,116.7,76,7.07,-9.3,12.769,3.05,1.3
3/28/2019,21:15:00,0.0,,89.5,118.6,119.5,119.5,12.64,0.05,116.6,76,7.07,-9.1,12.808,3.05,1.3
3/28/2019,21:20:00,0.0,,89.4,119.0,118.9,118.9,12.61,0.05,117.0,76,7.06,-8.9,12.677,3.05,1.3
3/28/2019,21:25:00,0.0,,89.6,118.7,119.4,119.4,12.62,0.05,116.7,76,7.07,-9.2,12.835,3.05,1.3
3/28/2019,21:30:00,0.0,,89.4,118.8,119.2,119.2,12.64,0.05,116.9,76,7.07,-9.2,12.711,3.05,1.3
3/28/2019,21:35:00,0.0,,89.2,118.8,119.0,119.0,12.64,0.05,116.8,76,7.05,-8.3,12.629,3.05,1.3
3/28/2019,21:40:00,0.0,,89.1,118.7,118.8,118.8,12.63,0.05,116.7,76,7.07,-9.0,12.608,3.05,1.3
3/28/2019,21:45:00,0.0,,89.2,118.7,118.8,118.8,12.61,0.05,116.7,76,7.06,-8.8,12.674,3.05,1.3
3/28/2019,21:50:00,0.0,,89.3,118.7,118.8,118.8,12.60,0.05,116.7,76,7.06,-8.9,12.691,3.05,1.3
3/28/2019,21:55:00,0.0,,89.2,118.7,118.8,118.8,12.61,0.05,116.7,76,7.06,-8.9,12.679,3.05,1.3
3/28/2019,22:00:00,0.0,,89.2,118.7,118.7,118.7,12.60,0.05,116.7,76,7.07,-9.0,12.649,3.05,1.3
3/28/2019,22:05:00,0.0,,89.1,118.6,118.8,118.8,12.61,0.05,116.6,76,7.06,-8.8,12.657,3.05,1.3
3/28/2019,22:10:00,0.0,,89.1,118.6,119.2,119.2,12.66,0.05,116.7,76,7.06,-8.7,12.646,3.05,1.4
3/28/2019,22:15:00,0.0,,89.1,118.6,118.8,118.8,12.62,0.05,116.7,76,7.06,-8.5,12.627,3.05,1.4
3/28/2019,22:20:00,0.0,,89.3,118.7,119.0,119.0,12.61,0.05,116.7,76,7.06,-8.7,12.728,3.05,1.4
3/28/2019,22:25:00,0.0,,89.4,118.7,119.1,119.1,12.62,0.05,116.7,76,7.07,-9.1,12.737,3.05,1.4
3/28/2019,22:30:00,0.0,,89.4,118.6,119.3,119.3,12.64,0.05,116.7,76,7.07,-9.0,12.776,3.05,1.4
3/28/2019,22:35:00,0.0,,89.5,118.6,119.8,119.8,12.67,0.05,116.6,76,7.07,-9.1,12.831,3.05,1.3
3/28/2019,22:40:00,0.0,,89.5,118.6,119.9,119.9,12.68,0.05,116.6,76,7.06,-8.9,12.817,3.05,1.3
3/28/2019,22:45:00,0.0,,89.4,118.7,119.8,119.8,12.69,0.05,116.7,76,7.06,-8.8,12.767,3.05,1.3
3/28/2019,22:50:00,0.0,,89.4,118.7,120.0,120.0,12.71,0.05,116.8,76,7.07,-9.0,12.742,3.05,1.3
3/28/2019,22:55:00,0.0,,89.4,118.7,119.9,119.9,12.70,0.05,116.7,76,7.06,-8.9,12.743,3.05,1.3
3/28/2019,23:00:00,0.0,,89.4,118.7,119.9,119.9,12.70,0.05,116.7,76,7.07,-9.1,12.763,3.05,1.3
3/28/2019,23:05:00,0.0,,89.3,118.7,119.9,119.9,12.71,0.05,116.7,76,7.06,-8.9,12.715,3.04,1.3
3/28/2019,23:10:00,0.0,,89.2,119.0,119.7,119.7,12.75,0.06,117.1,76,7.06,-8.8,12.535,3.05,1.3
3/28/2019,23:15:00,0.0,,89.1,119.0,119.4,119.4,12.73,0.06,117.0,76,7.06,-8.9,12.486,3.05,1.3
3/28/2019,23:20:00,0.0,,89.0,118.7,119.6,119.6,12.72,0.05,116.8,76,7.06,-8.4,12.561,3.05,1.4
3/28/2019,23:25:00,0.0,,89.3,118.6,119.8,119.8,12.70,0.05,116.6,76,7.06,-8.4,12.719,3.04,1.4
3/28/2019,23:30:00,0.0,,89.1,118.7,119.5,119.5,12.68,0.05,116.7,76,7.06,-8.6,12.647,3.04,1.4
3/28/2019,23:35:00,0.0,,89.1,118.6,119.3,119.3,12.68,0.05,116.6,76,7.06,-8.5,12.633,3.04,1.4
3/28/2019,23:40:00,0.0,,89.2,118.6,119.3,119.3,12.65,0.05,116.6,76,7.06,-8.4,12.680,3.05,1.4
3/28/2019,23:45:00,0.0,,89.3,118.7,119.1,119.1,12.63,0.05,116.7,76,7.05,-8.3,12.705,3.05,1.4
3/28/2019,23:50:00,0.0,,89.3,118.6,119.0,119.0,12.62,0.05,116.7,76,7.05,-8.2,12.730,3.05,1.4
3/28/2019,23:55:00,0.0,,89.3,118.7,118.9,118.9,12.60,0.05,116.7,76,7.05,-8.4,12.710,3.04,1.4
3/29/2019,00:00:00,0.0,,89.4,118.6,118.9,118.9,12.58,0.05,116.6,76,7.05,-8.1,12.792,3.05,1.4
3/29/2019,00:05:00,0.0,,89.6,118.6,118.8,118.8,12.55,0.05,116.6,76,7.05,-8.2,12.848,3.04,1.4
3/29/2019,00:10:00,0.0,,89.6,118.6,118.6,118.6,12.53,0.05,116.6,76,7.05,-8.0,12.870,3.04,1.4
3/29/2019,00:15:00,0.0,,89.7,118.6,118.6,118.6,12.52,0.05,116.6,76,7.05,-8.0,12.907,3.04,1.4
3/29/2019,00:20:00,0.0,,89.7,118.6,118.4,118.4,12.51,0.05,116.7,76,7.04,-7.6,12.884,3.04,1.4
3/29/2019,00:25:00,0.0,,89.7,118.6,118.5,118.5,12.50,0.05,116.6,76,7.04,-7.3,12.907,3.04,1.4
3/29/2019,00:30:00,0.0,,89.4,118.7,118.5,118.5,12.56,0.05,116.8,76,7.05,-7.8,12.720,3.04,1.4
3/29/2019,00:35:00,0.0,,89.4,118.8,118.2,118.2,12.53,0.05,116.8,76,7.04,-7.5,12.724,3.04,1.4
3/29/2019,00:40:00,0.0,,89.3,118.7,118.2,118.2,12.53,0.05,116.7,76,7.04,-7.6,12.696,3.04,1.4
3/29/2019,00:45:00,0.0,,89.2,118.6,118.3,118.3,12.54,0.05,116.6,76,7.04,-7.5,12.717,3.04,1.4
3/29/2019,00:50:00,0.0,,89.4,118.7,118.1,118.1,12.51,0.05,116.7,76,7.04,-7.6,12.731,3.04,1.4
3/29/2019,00:55:00,0.0,,89.5,118.6,117.9,117.9,12.47,0.05,116.6,76,7.04,-7.4,12.820,3.04,1.4
3/29/2019,01:00:00,0.0,,89.4,118.6,118.1,118.1,12.51,0.05,116.6,76,7.04,-7.8,12.754,3.04,1.4
3/29/2019,01:05:00,0.0,,89.4,118.6,117.9,117.9,12.49,0.05,116.6,76,7.04,-7.4,12.773,3.04,1.3
3/29/2019,01:10:00,0.0,,89.4,118.7,117.6,117.6,12.46,0.05,116.7,76,7.04,-7.4,12.756,3.04,1.3
3/29/2019,01:15:00,0.0,,89.4,118.7,117.3,117.3,12.42,0.05,116.7,76,7.04,-7.4,12.763,3.04,1.3
3/29/2019,01:20:00,0.0,,89.6,118.6,117.5,117.5,12.42,0.05,116.7,76,7.04,-7.3,12.852,3.04,1.3
3/29/2019,01:25:00,0.0,,89.6,118.6,117.6,117.6,12.42,0.05,116.7,76,7.04,-7.8,12.868,3.04,1.3
3/29/2019,01:30:00,0.0,,89.6,118.7,117.5,117.5,12.43,0.05,116.7,76,7.05,-8.1,12.820,3.04,1.4
3/29/2019,01:35:00,0.0,,89.5,118.6,117.5,117.5,12.42,0.05,116.7,76,7.05,-7.8,12.832,3.04,1.4
3/29/2019,01:40:00,0.0,,89.5,118.6,117.5,117.5,12.43,0.05,116.7,76,7.05,-7.9,12.809,3.04,1.4
3/29/2019,01:45:00,0.0,,89.5,118.7,117.3,117.3,12.41,0.05,116.7,76,7.04,-7.7,12.779,3.04,1.4
3/29/2019,01:50:00,0.0,,89.4,118.7,117.2,117.2,12.41,0.05,116.7,76,7.05,-7.9,12.766,3.04,1.4
3/29/2019,01:55:00,0.0,,89.4,118.6,117.2,117.2,12.40,0.05,116.7,76,7.04,-7.7,12.789,3.04,1.4
3/29/2019,02:00:00,0.0,,89.4,118.6,116.8,116.8,12.38,0.05,116.7,76,7.03,-7.2,12.748,3.04,1.4
3/29/2019,02:05:00,0.0,,89.3,118.7,116.9,116.9,12.39,0.05,116.7,76,7.03,-7.1,12.728,3.04,1.4
3/29/2019,02:10:00,0.0,,89.3,118.6,117.1,117.1,12.42,0.05,116.7,76,7.05,-7.8,12.703,3.04,1.4
3/29/2019,02:15:00,0.0,,89.3,118.6,117.0,117.0,12.40,0.05,116.7,76,7.04,-7.5,12.726,3.04,1.3
3/29/2019,02:20:00,0.0,,89.4,118.8,116.7,116.7,12.37,0.05,116.8,76,7.04,-7.3,12.721,3.04,1.3
3/29/2019,02:25:00,0.0,,89.4,119.1,117.3,117.3,12.46,0.06,117.1,76,7.04,-7.3,12.622,3.04,1.3
3/29/2019,02:30:00,0.0,,89.6,118.7,118.0,118.0,12.48,0.05,116.7,76,7.05,-8.0,12.812,3.04,1.3
3/29/2019,02:35:00,0.0,,89.6,118.7,117.7,117.7,12.45,0.05,116.7,76,7.05,-7.9,12.812,3.04,1.3
3/29/2019,02:40:00,0.0,,89.6,118.6,117.7,117.7,12.44,0.05,116.7,76,7.03,-7.2,12.829,3.04,1.3
3/29/2019,02:45:00,0.0,,89.5,118.7,117.8,117.8,12.47,0.05,116.7,76,7.03,-7.2,12.771,3.04,1.3
3/29/2019,02:50:00,0.0,,89.5,118.6,117.9,117.9,12.47,0.05,116.7,76,7.04,-7.5,12.818,3.04,1.3
3/29/2019,02:55:00,0.0,,89.6,118.7,117.6,117.6,12.44,0.05,116.7,76,7.05,-8.0,12.825,3.04,1.3
3/29/2019,03:00:00,0.0,,89.6,118.7,118.3,118.3,12.51,0.05,116.7,76,7.06,-8.4,12.817,3.04,1.3
3/29/2019,03:05:00,0.0,,89.5,118.7,120.0,120.0,12.69,0.05,116.7,76,7.08,-10.0,12.817,3.03,1.3
3/29/2019,03:10:00,0.0,,89.5,118.6,122.6,122.6,12.97,0.05,116.6,76,7.10,-10.8,12.827,3.04,1.3
3/29/2019,03:15:00,0.0,,89.4,118.7,123.5,123.5,13.08,0.05,116.7,76,7.10,-10.8,12.765,3.03,1.3
3/29/2019,03:20:00,0.0,,89.6,118.7,122.8,122.8,12.98,0.05,116.7,76,7.09,-10.5,12.829,3.03,1.3
3/29/2019,03:25:00,0.0,,89.5,118.8,122.6,122.6,12.98,0.05,116.9,76,7.09,-10.5,12.757,3.03,1.3
3/29/2019,03:30:00,0.0,,89.5,118.5,123.1,123.1,13.02,0.05,116.5,76,7.09,-10.4,12.853,3.03,1.3
3/29/2019,03:35:00,0.0,,89.6,118.9,123.0,123.0,13.02,0.05,116.9,76,7.09,-10.6,12.786,3.03,1.3
3/29/2019,03:40:00,0.0,,89.5,118.8,122.5,122.5,12.97,0.05,116.8,76,7.08,-9.8,12.778,3.03,1.3
3/29/2019,03:45:00,0.0,,89.3,118.8,122.9,122.9,13.04,0.05,116.8,76,7.08,-10.1,12.685,3.03,1.3
3/29/2019,03:50:00,0.0,,89.6,118.7,122.4,122.4,12.95,0.05,116.7,76,7.10,-10.9,12.825,3.03,1.3
3/29/2019,03:55:00,0.0,,89.7,118.7,122.1,122.1,12.90,0.05,116.7,76,7.10,-10.7,12.860,3.03,1.3
3/29/2019,04:00:00,0.0,,89.7,118.8,122.6,122.6,12.96,0.05,116.8,76,7.08,-9.8,12.844,3.03,1.3
3/29/2019,04:05:00,0.0,,89.5,119.0,123.4,123.4,13.10,0.06,117.0,76,7.09,-10.1,12.671,3.03,1.3
3/29/2019,04:10:00,0.0,,89.6,118.8,124.7,124.7,13.20,0.05,116.9,76,7.08,-10.0,12.780,3.03,1.3
3/29/2019,04:15:00,0.0,,89.5,119.0,124.2,124.2,13.18,0.06,117.1,76,7.09,-10.6,12.657,3.03,1.3
3/29/2019,04:20:00,0.0,,89.5,119.1,124.1,124.1,13.18,0.06,117.1,76,7.09,-10.2,12.662,3.03,1.3
3/29/2019,04:25:00,0.0,,89.6,118.8,123.5,123.5,13.08,0.05,116.9,76,7.08,-9.9,12.777,3.03,1.3
3/29/2019,04:30:00,0.0,,89.6,118.8,123.4,123.4,13.05,0.05,116.8,76,7.08,-9.6,12.808,3.03,1.3
3/29/2019,04:35:00,0.0,,89.5,118.8,122.7,122.7,12.99,0.05,116.8,76,7.08,-9.8,12.774,3.03,1.3
3/29/2019,04:40:00,0.0,,89.5,118.9,123.0,123.0,13.03,0.05,116.9,76,7.08,-9.9,12.748,3.03,1.3
3/29/2019,04:45:00,0.0,,89.6,119.2,123.5,123.5,13.11,0.06,117.2,76,7.09,-10.4,12.650,3.03,1.3
3/29/2019,04:50:00,0.0,,89.5,118.8,123.3,123.3,13.06,0.05,116.8,76,7.08,-10.0,12.763,3.03,1.3
3/29/2019,04:55:00,0.0,,89.6,118.9,121.6,121.6,12.87,0.05,116.9,76,7.07,-9.2,12.787,3.03,1.3
3/29/2019,05:00:00,0.0,,89.7,118.9,122.3,122.3,12.94,0.05,116.9,76,7.06,-8.9,12.799,3.03,1.3
3/29/2019,05:05:00,0.0,,89.6,119.0,121.5,121.5,12.87,0.06,117.0,76,7.06,-8.8,12.743,3.03,1.3
3/29/2019,05:10:00,0.0,,89.4,119.0,121.5,121.5,12.89,0.05,117.0,76,7.08,-9.7,12.676,3.03,1.3
3/29/2019,05:15:00,0.0,,89.5,118.8,122.3,122.3,12.96,0.05,116.9,76,7.08,-9.7,12.745,3.03,1.3
3/29/2019,05:20:00,0.0,,89.7,118.9,121.9,121.9,12.90,0.05,116.9,76,7.07,-9.0,12.811,3.03,1.3
3/29/2019,05:25:00,0.0,,89.8,118.9,120.9,120.9,12.78,0.05,116.9,76,7.05,-8.3,12.845,3.03,1.3
3/29/2019,05:30:00,0.0,,89.7,119.0,119.8,119.8,12.68,0.05,117.0,76,7.05,-8.0,12.786,3.03,1.3
3/29/2019,05:35:00,0.0,,89.7,118.9,119.2,119.2,12.62,0.05,117.0,76,7.05,-8.0,12.777,3.03,1.3
3/29/2019,05:40:00,0.0,,89.7,118.9,119.1,119.1,12.60,0.05,116.9,76,7.05,-8.2,12.807,3.03,1.3
3/29/2019,05:45:00,0.0,,89.8,118.8,119.3,119.3,12.61,0.05,116.8,76,7.05,-8.3,12.864,3.03,1.3
3/29/2019,05:50:00,0.0,,89.7,118.8,119.5,119.5,12.62,0.05,116.8,76,7.06,-8.5,12.872,3.03,1.3
3/29/2019,05:55:00,0.0,,89.8,118.8,119.7,119.7,12.64,0.05,116.8,76,7.05,-8.3,12.887,3.03,1.3
