DATE,TIMESTAMP,RECORD.x,BattV_Avg,BattV,BP_mmHg_Avg,BP_mmHg_Std,BP_mmHg,Rain_mm_Tot,AirTC_Avg,AirTC_Std,AirTC,RH,RH_Min,RH_TMn,RH_Max,RH_TMx,RECORD.y,BattV_Min,SlrkW_Avg,SlrkW_Std,SlrkW,SlrMJ_Tot,WS_ms_Avg,WS_ms_Std,WS_ms,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT
2019-03-04,2019-03-04,93980,12.07289,12.05434,754.7752,0.3471058,754.4699,0,0.3669334,0.1184975,0.226,57.163,55.396,2019-03-04 23:06:00,58.275,2019-03-04 23:12:00,93980,12.05434,3.815631e-05,0.0001389782,0,3.434068e-05,1.895864,0.4537291,1.4602,165.1401,1.895864,194.0448,13.60372
2019-03-04,2019-03-04,93981,12.06713,12.06022,754.9872,0.3700967,755.5506,0,0.2033667,0.06281798,0.226,56.501,56.103,2019-03-04 23:22:30,58.258,2019-03-04 23:20:00,93981,12.04679,5.850635e-05,0.0002082307,0,5.265572e-05,1.808644,0.5406048,2.652533,204.5521,1.808644,203.8866,14.8337
2019-03-04,2019-03-04,93982,12.06271,12.0535,754.9306,0.380329,754.9805,0,0.1786334,0.1078253,0.044,57.164,55.571,2019-03-04 23:34:00,58.183,2019-03-04 23:43:30,93982,12.04091,7.122511e-05,0.0003696419,0,6.410261e-05,2.168413,0.474361,1.780333,204.3354,2.168413,206.0126,11.35408
2019-03-05,2019-03-05,93983,12.06254,12.03923,755.1782,0.3677448,754.6897,0,-0.1409,0.1356256,-0.36,59.013,56.289,2019-03-04 23:52:30,59.013,2019-03-05 00:00:00,93983,12.03923,5.341885e-05,0.0001578153,0,4.807696e-05,1.120902,0.3571247,1.182533,221.6823,1.120902,201.1718,16.96486
2019-03-05,2019-03-05,93984,12.05286,12.04511,755.4003,0.5193405,755.9078,0,-0.4198334,0.09752746,-0.522,59.498,56.554,2019-03-05 00:11:30,60.202,2019-03-05 00:01:30,93984,12.03336,4.070007e-05,0.0001242019,0,3.663007e-05,2.220244,0.5381317,1.790133,220.0958,2.220244,209.1339,12.06697
2019-03-05,2019-03-05,93985,12.04813,12.03755,755.1533,0.5359319,755.4499,0,-0.5944999,0.09682415,-0.684,59.669,57.973,2019-03-05 00:19:30,60.71,2019-03-05 00:25:00,93985,12.03084,5.341882e-05,0.0002020484,0,4.807694e-05,2.455989,0.394427,1.845667,217.5839,2.455989,206.7498,9.255418
2019-03-05,2019-03-05,93986,12.04469,12.02916,755.1769,0.468694,755.5735,0,-0.9203002,0.09429072,-1.059,60.765,59.318,2019-03-05 00:38:00,60.765,2019-03-05 00:45:00,93986,12.01992,8.394387e-05,0.000241603,0,7.554948e-05,1.371129,0.3725698,1.764,211.4549,1.371129,207.4998,16.53027
2019-03-05,2019-03-05,93987,12.0467,12.03168,754.9909,0.5415291,754.5615,0,-0.9743666,0.1000938,-0.948,58.974,57.652,2019-03-05 00:58:30,61.21,2019-03-05 00:49:00,93987,12.02748,4.324381e-05,0.0001947426,0.001068376,3.891944e-05,2.583498,0.5079512,1.7934,206.7671,2.583498,211.8997,13.19092
2019-03-05,2019-03-05,93988,12.04256,12.02664,754.9246,0.6098962,755.5346,0,-1.065534,0.05301056,-1.028,58.164,57.88,2019-03-05 01:11:30,59.843,2019-03-05 01:05:30,93988,12.02077,4.070007e-05,0.0001457729,0,3.663007e-05,2.102318,0.6076911,2.7244,222.1699,2.102318,219.6899,14.21553
2019-03-05,2019-03-05,93989,12.03361,12.02077,755.0958,0.5486819,754.6004,0,-1.303733,0.1374847,-1.484,60.128,57.996,2019-03-05 01:26:30,60.128,2019-03-05 01:30:00,93989,12.00985,1.526253e-05,6.938437e-05,0,1.373628e-05,0.9690021,0.6394731,0.8231999,239.4301,0.9690021,223.8107,15.1851
