"TOA5","LP_Weather_Station_200","CR200X","25433","CR200X.Std.04","LancerParkWeatherStation.CR2","43280","Table1"
"TIMESTAMP","RECORD","BattV_Avg","BattV","BP_mmHg_Avg","BP_mmHg_Std","BP_mmHg","Rain_mm_Tot","AirTC_Avg","AirTC_Std","AirTC","RH","RH_Min","RH_TMn","RH_Max","RH_TMx"
"TS","RN","Volts","Volts","mmHg","mmHg","mmHg","mm","Deg C","Deg C","Deg C","%","%","%","%","%"
"","","Avg","Smp","Avg","Std","Smp","Tot","Avg","Std","Smp","Smp","Min","TMn","Max","TMx"
"2019-03-04 23:15:00",93980,12.07289,12.05434,754.7752,0.3471058,754.4699,0,0.3669334,0.1184975,0.226,57.163,55.396,"2019-03-04 23:06:00",58.275,"2019-03-04 23:12:00"
"2019-03-04 23:30:00",93981,12.06713,12.06022,754.9872,0.3700967,755.5506,0,0.2033667,0.06281798,0.226,56.501,56.103,"2019-03-04 23:22:30",58.258,"2019-03-04 23:20:00"
"2019-03-04 23:45:00",93982,12.06271,12.0535,754.9306,0.380329,754.9805,0,0.1786334,0.1078253,0.044,57.164,55.571,"2019-03-04 23:34:00",58.183,"2019-03-04 23:43:30"
"2019-03-05 00:00:00",93983,12.06254,12.03923,755.1782,0.3677448,754.6897,0,-0.1409,0.1356256,-0.36,59.013,56.289,"2019-03-04 23:52:30",59.013,"2019-03-05 00:00:00"
"2019-03-05 00:15:00",93984,12.05286,12.04511,755.4003,0.5193405,755.9078,0,-0.4198334,0.09752746,-0.522,59.498,56.554,"2019-03-05 00:11:30",60.202,"2019-03-05 00:01:30"
"2019-03-05 00:30:00",93985,12.04813,12.03755,755.1533,0.5359319,755.4499,0,-0.5944999,0.09682415,-0.684,59.669,57.973,"2019-03-05 00:19:30",60.71,"2019-03-05 00:25:00"
"2019-03-05 00:45:00",93986,12.04469,12.02916,755.1769,0.468694,755.5735,0,-0.9203002,0.09429072,-1.059,60.765,59.318,"2019-03-05 00:38:00",60.765,"2019-03-05 00:45:00"
"2019-03-05 01:00:00",93987,12.0467,12.03168,754.9909,0.5415291,754.5615,0,-0.9743666,0.1000938,-0.948,58.974,57.652,"2019-03-05 00:58:30",61.21,"2019-03-05 00:49:00"
"2019-03-05 01:15:00",93988,12.04256,12.02664,754.9246,0.6098962,755.5346,0,-1.065534,0.05301056,-1.028,58.164,57.88,"2019-03-05 01:11:30",59.843,"2019-03-05 01:05:30"
"2019-03-05 01:30:00",93989,12.03361,12.02077,755.0958,0.5486819,754.6004,0,-1.303733,0.1374847,-1.484,60.128,57.996,"2019-03-05 01:26:30",60.128,"2019-03-05 01:30:00"
