date.time,date,time,fract_sec,site_name,cond,nLF_cond,perc_ODO,perc_local_ODO,ODO_conc,sal,sp_cond,TDS,pH,pH_mV,temp,battery,cable_pwr
2019-04-04 14:30:00,4/4/2019,14:30:00,0,NA,94.5,123.3,120.8,120.8,12.61,0.06,121.3,79,7.1,-11,13.406,2.79,1.5
2019-04-04 14:35:00,4/4/2019,14:35:00,0,NA,95,123.2,121.5,121.5,12.61,0.06,121.2,79,7.13,-12.5,13.67,2.8,1.5
2019-04-04 14:40:00,4/4/2019,14:40:00,0,NA,94.9,123.3,121.5,121.5,12.63,0.06,121.3,79,7.13,-12.5,13.59,2.79,1.4
2019-04-04 14:45:00,4/4/2019,14:45:00,0,NA,94.6,123.5,121.8,121.8,12.72,0.06,121.5,79,7.14,-13.4,13.401,2.8,1.4
2019-04-04 14:50:00,4/4/2019,14:50:00,0,NA,94.7,123.2,122.2,122.2,12.71,0.06,121.3,79,7.15,-13.7,13.551,2.79,1.4
2019-04-04 14:55:00,4/4/2019,14:55:00,0,NA,94.8,122.9,122.3,122.3,12.7,0.06,120.9,79,7.15,-13.9,13.665,2.8,1.4
2019-04-04 15:00:00,4/4/2019,15:00:00,0,NA,95.1,122.9,122.9,122.9,12.72,0.06,120.9,79,7.16,-14.1,13.802,2.79,1.4
2019-04-04 15:05:00,4/4/2019,15:05:00,0,NA,94.9,123,122.5,122.5,12.7,0.06,121.1,79,7.16,-14.2,13.695,2.8,1.4
2019-04-04 15:10:00,4/4/2019,15:10:00,0,NA,94.7,123,121.8,121.8,12.66,0.06,121,79,7.14,-13.2,13.627,2.8,1.4
2019-04-04 15:15:00,4/4/2019,15:15:00,0,NA,94.5,122.9,121.9,121.9,12.68,0.06,120.9,79,7.15,-13.6,13.578,2.8,1.4
2019-04-04 15:20:00,4/4/2019,15:20:00,0,NA,94.7,122.7,122.3,122.3,12.68,0.06,120.7,78,7.15,-13.6,13.733,2.8,1.4
2019-04-04 15:25:00,4/4/2019,15:25:00,0,NA,95.1,122.9,122.8,122.8,12.72,0.06,121,79,7.16,-14.2,13.783,2.8,1.4
2019-04-04 15:30:00,4/4/2019,15:30:00,0,NA,94.7,123,122.7,122.7,12.75,0.06,121.1,79,7.15,-13.8,13.603,2.79,1.4
2019-04-04 15:35:00,4/4/2019,15:35:00,0,NA,94.6,122.9,122.4,122.4,12.72,0.06,121,79,7.15,-13.6,13.609,2.8,1.4
2019-04-04 15:40:00,4/4/2019,15:40:00,0,NA,94.6,123,122.8,122.8,12.77,0.06,121,79,7.15,-13.7,13.566,2.8,1.4
2019-04-04 15:45:00,4/4/2019,15:45:00,0,NA,94.9,122.9,122.7,122.7,12.71,0.06,120.9,79,7.16,-14.1,13.738,2.8,1.4
2019-04-04 15:50:00,4/4/2019,15:50:00,0,NA,95.4,122.9,123.4,123.4,12.73,0.06,120.9,79,7.16,-14.5,13.936,2.8,1.4
2019-04-04 15:55:00,4/4/2019,15:55:00,0,NA,95.6,123,123.5,123.5,12.73,0.06,121.1,79,7.16,-14.6,13.981,2.8,1.4
2019-04-04 16:00:00,4/4/2019,16:00:00,0,NA,95.7,123,124,124,12.76,0.06,121,79,7.17,-14.7,14.032,2.8,1.4
2019-04-04 16:05:00,4/4/2019,16:05:00,0,NA,95.7,123,123.9,123.9,12.75,0.06,121,79,7.17,-14.7,14.056,2.8,1.4
2019-04-04 16:10:00,4/4/2019,16:10:00,0,NA,96,123.5,124,124,12.77,0.06,121.5,79,7.16,-14.5,14.01,2.8,1.4
2019-04-04 16:15:00,4/4/2019,16:15:00,0,NA,95.5,123.6,123.4,123.4,12.78,0.06,121.6,79,7.15,-14,13.766,2.8,1.4
2019-04-04 16:20:00,4/4/2019,16:20:00,0,NA,95.1,123.4,122.7,122.7,12.74,0.06,121.4,79,7.15,-14,13.651,2.8,1.4
2019-04-04 16:25:00,4/4/2019,16:25:00,0,NA,95.1,123.2,122.9,122.9,12.75,0.06,121.3,79,7.15,-13.7,13.698,2.8,1.4
2019-04-04 16:30:00,4/4/2019,16:30:00,0,NA,95.4,122.9,123.6,123.6,12.75,0.06,120.9,79,7.16,-14.1,13.965,2.8,1.4
2019-04-04 16:35:00,4/4/2019,16:35:00,0,NA,94.9,123.2,122.6,122.6,12.74,0.06,121.2,79,7.15,-13.5,13.635,2.8,1.4
2019-04-04 16:40:00,4/4/2019,16:40:00,0,NA,94.9,122.9,123,123,12.74,0.06,120.9,79,7.15,-13.6,13.748,2.8,1.4
2019-04-04 16:45:00,4/4/2019,16:45:00,0,NA,95.8,122.8,124.1,124.1,12.74,0.06,120.9,79,7.17,-14.6,14.145,2.8,1.4
2019-04-04 16:50:00,4/4/2019,16:50:00,0,NA,95.9,123.4,124.3,124.3,12.82,0.06,121.5,79,7.17,-15,13.964,2.8,1.4
2019-04-04 16:55:00,4/4/2019,16:55:00,0,NA,96.2,123.5,125,125,12.85,0.06,121.6,79,7.17,-14.9,14.078,2.8,1.4
2019-04-04 17:00:00,4/4/2019,17:00:00,0,NA,96.2,123.7,125.1,125.1,12.88,0.06,121.7,79,7.18,-15.2,14.035,2.8,1.4
2019-04-04 17:05:00,4/4/2019,17:05:00,0,NA,95.7,123.6,124.1,124.1,12.83,0.06,121.6,79,7.17,-14.9,13.847,2.8,1.4
2019-04-04 17:10:00,4/4/2019,17:10:00,0,NA,95.6,122.7,123.7,123.7,12.72,0.06,120.8,78,7.17,-15,14.093,2.8,1.4
2019-04-04 17:15:00,4/4/2019,17:15:00,0,NA,95.8,122.9,124.4,124.4,12.79,0.06,121,79,7.17,-15.2,14.115,2.8,1.4
2019-04-04 17:20:00,4/4/2019,17:20:00,0,NA,95.9,122.8,124.7,124.7,12.8,0.06,120.9,79,7.18,-15.2,14.171,2.79,1.4
2019-04-04 17:25:00,4/4/2019,17:25:00,0,NA,95.9,123.1,124.4,124.4,12.79,0.06,121.2,79,7.17,-14.9,14.087,2.8,1.4
2019-04-04 17:30:00,4/4/2019,17:30:00,0,NA,95.8,122.7,124.3,124.3,12.76,0.06,120.8,79,7.17,-14.9,14.159,2.8,1.4
2019-04-04 17:35:00,4/4/2019,17:35:00,0,NA,95.8,122.8,124.3,124.3,12.77,0.06,120.9,79,7.17,-15,14.128,2.8,1.4
2019-04-04 17:40:00,4/4/2019,17:40:00,0,NA,95.8,123.3,124.3,124.3,12.81,0.06,121.4,79,7.17,-15.1,13.983,2.8,1.4
2019-04-04 17:45:00,4/4/2019,17:45:00,0,NA,95.8,123,124.7,124.7,12.82,0.06,121.1,79,7.18,-15.5,14.069,2.8,1.4
2019-04-04 17:50:00,4/4/2019,17:50:00,0,NA,95.7,123.3,124.4,124.4,12.84,0.06,121.3,79,7.18,-15.4,13.923,2.8,1.4
2019-04-04 17:55:00,4/4/2019,17:55:00,0,NA,95.8,123.1,124.5,124.5,12.82,0.06,121.2,79,7.18,-15.4,14.032,2.8,1.4
2019-04-04 18:00:00,4/4/2019,18:00:00,0,NA,95.7,123.1,124.4,124.4,12.82,0.06,121.2,79,7.17,-14.8,13.994,2.8,1.4
2019-04-04 18:05:00,4/4/2019,18:05:00,0,NA,95.9,123,124.8,124.8,12.83,0.06,121.1,79,7.17,-14.9,14.105,2.8,1.4
2019-04-04 18:10:00,4/4/2019,18:10:00,0,NA,95.9,123.1,125.1,125.1,12.86,0.06,121.1,79,7.19,-15.8,14.105,2.8,1.4
2019-04-04 18:15:00,4/4/2019,18:15:00,0,NA,95.9,123.4,124.8,124.8,12.86,0.06,121.5,79,7.19,-16,13.966,2.8,1.4
2019-04-04 18:20:00,4/4/2019,18:20:00,0,NA,96.1,123,125.5,125.5,12.87,0.06,121,79,7.18,-15.7,14.191,2.8,1.4
2019-04-04 18:25:00,4/4/2019,18:25:00,0,NA,96,123.1,125.3,125.3,12.88,0.06,121.1,79,7.19,-16.2,14.124,2.8,1.4
2019-04-04 18:30:00,4/4/2019,18:30:00,0,NA,96,123.1,125.3,125.3,12.86,0.06,121.1,79,7.19,-16.2,14.144,2.8,1.4
2019-04-04 18:35:00,4/4/2019,18:35:00,0,NA,96.1,123,125.4,125.4,12.87,0.06,121.1,79,7.19,-16,14.189,2.8,1.4
2019-04-04 18:40:00,4/4/2019,18:40:00,0,NA,96.1,123,125.4,125.4,12.87,0.06,121.1,79,7.19,-16.2,14.184,2.8,1.4
2019-04-04 18:45:00,4/4/2019,18:45:00,0,NA,96.1,123.1,125.4,125.4,12.88,0.06,121.1,79,7.2,-16.3,14.168,2.8,1.4
