date.time,date,time,fract_sec,site_name,chl_RFU,chl_conc,cond,nLF_cond,perc_ODO,perc_local_ODO,ODO_conc,sal,sp_cond,BGA_PC_RFU,BGA_PC_conc,TDS,pH,pH_mV,temp,battery,cable_pwr
2019-10-30 16:25:00,10/30/2019,16:25:00,0,NA,2.94,8.24,102.9,124.4,110.6,109.5,10.8,0.06,122.8,0.27,0.27,80,7.81,-78.2,16.527,2.53,1.5
2019-10-30 16:30:00,10/30/2019,16:30:00,0,NA,1.83,5.03,103.1,124.5,111,109.9,10.82,0.06,122.9,0.08,0.08,80,7.8,-77.6,16.568,2.53,1.5
2019-10-30 16:35:00,10/30/2019,16:35:00,0,NA,3.99,11.25,103,124.4,110.9,109.8,10.81,0.06,122.7,0.47,0.47,80,7.8,-77.6,16.575,2.53,1.5
2019-10-30 16:40:00,10/30/2019,16:40:00,0,NA,1.97,5.44,103,124.4,110.8,109.7,10.81,0.06,122.7,0.13,0.13,80,7.82,-79,16.565,2.54,1.5
2019-10-30 16:45:00,10/30/2019,16:45:00,0,NA,2.03,5.62,102.9,124.3,111,110,10.83,0.06,122.7,0.17,0.17,80,7.83,-79.4,16.55,2.53,1.5
2019-10-30 16:50:00,10/30/2019,16:50:00,0,NA,2.47,6.88,103.1,124.5,110.5,109.4,10.77,0.06,122.8,0.23,0.23,80,7.83,-79.6,16.593,2.54,1.5
2019-10-30 16:55:00,10/30/2019,16:55:00,0,NA,2.09,5.79,102.9,124.3,111.4,110.3,10.86,0.06,122.7,0.13,0.13,80,7.81,-78.5,16.577,2.53,1.5
2019-10-30 17:00:00,10/30/2019,17:00:00,0,NA,1.65,4.52,103.1,124.5,113.1,112,11.02,0.06,122.8,0.07,0.07,80,7.82,-78.8,16.6,2.54,1.5
2019-10-30 17:05:00,10/30/2019,17:05:00,0,NA,1.57,4.29,102.9,124.4,111.1,110,10.84,0.06,122.8,0.02,0.02,80,7.83,-79.5,16.528,2.53,1.5
2019-10-30 17:10:00,10/30/2019,17:10:00,0,NA,2.62,7.32,102.8,124.5,109.6,108.5,10.7,0.06,122.8,0.15,0.15,80,7.81,-78.4,16.495,2.54,1.5
2019-10-30 17:15:00,10/30/2019,17:15:00,0,NA,3.06,8.57,103,124.7,107.7,106.6,10.52,0.06,123,0.07,0.07,80,7.75,-74.6,16.502,2.53,1.5
2019-10-30 17:20:00,10/30/2019,17:20:00,0,NA,1.55,4.24,103.8,125.5,108.6,107.5,10.6,0.06,123.9,0.03,0.03,81,7.72,-73.2,16.51,2.54,1.5
2019-10-30 17:25:00,10/30/2019,17:25:00,0,NA,1.79,4.94,103,124.6,109.8,108.7,10.72,0.06,122.9,0.03,0.03,80,7.75,-74.8,16.522,2.53,1.5
2019-10-30 17:30:00,10/30/2019,17:30:00,0,NA,1.64,4.49,102.9,124.5,108.4,107.3,10.58,0.06,122.9,0.07,0.07,80,7.76,-75.1,16.508,2.54,1.5
2019-10-30 17:35:00,10/30/2019,17:35:00,0,NA,1.57,4.3,103.1,124.7,109.9,108.8,10.73,0.06,123,0.02,0.02,80,7.75,-75,16.501,2.53,1.5
2019-10-30 17:40:00,10/30/2019,17:40:00,0,NA,1.65,4.53,103.1,124.7,109.1,108.1,10.65,0.06,123,0.03,0.03,80,7.71,-72.2,16.53,2.54,1.5
2019-10-30 17:45:00,10/30/2019,17:45:00,0,NA,1.55,4.23,103,124.6,108.5,107.4,10.59,0.06,122.9,0.03,0.03,80,7.72,-73.2,16.513,2.53,1.5
2019-10-30 17:50:00,10/30/2019,17:50:00,0,NA,1.78,4.91,103.2,124.7,109.1,108.1,10.65,0.06,123.1,0.07,0.07,80,7.7,-71.9,16.54,2.54,1.5
2019-10-30 17:55:00,10/30/2019,17:55:00,0,NA,2.04,5.64,103.2,124.7,110.3,109.2,10.75,0.06,123,0.09,0.09,80,7.72,-73.3,16.553,2.53,1.5
2019-10-30 18:00:00,10/30/2019,18:00:00,0,NA,1.68,4.62,103.8,125.5,110.4,109.3,10.77,0.06,123.8,0.03,0.03,80,7.74,-74.1,16.556,2.54,1.5
2019-10-30 18:05:00,10/30/2019,18:05:00,0,NA,1.42,3.85,103.3,124.7,110.3,109.2,10.75,0.06,123.1,0.01,0.01,80,7.74,-74.2,16.574,2.53,1.5
2019-10-30 18:10:00,10/30/2019,18:10:00,0,NA,1.71,4.71,103.1,124.5,110.9,109.8,10.81,0.06,122.8,0.06,0.06,80,7.8,-77.6,16.579,2.54,1.5
2019-10-30 18:15:00,10/30/2019,18:15:00,0,NA,2.86,7.99,103.1,124.5,111.5,110.4,10.88,0.06,122.9,0.22,0.22,80,7.79,-76.9,16.558,2.53,1.5
2019-10-30 18:20:00,10/30/2019,18:20:00,0,NA,2.97,8.33,102.9,124.2,111,109.9,10.81,0.06,122.6,0.2,0.2,80,7.8,-77.6,16.585,2.54,1.5
2019-10-30 18:25:00,10/30/2019,18:25:00,0,NA,1.26,3.41,103,124.4,110.9,109.8,10.81,0.06,122.7,-0.02,-0.02,80,7.81,-78.3,16.579,2.53,1.5
2019-10-30 18:30:00,10/30/2019,18:30:00,0,NA,4.06,11.46,102.9,124.4,111.3,110.2,10.85,0.06,122.8,0.36,0.36,80,7.8,-77.6,16.544,2.54,1.5
2019-10-30 18:35:00,10/30/2019,18:35:00,0,NA,3.79,10.69,103,124.6,110.5,109.4,10.78,0.06,122.9,0.31,0.31,80,7.81,-78.1,16.535,2.53,1.5
2019-10-30 18:40:00,10/30/2019,18:40:00,0,NA,2.03,5.61,102.9,124.3,110.1,109.1,10.74,0.06,122.7,0.07,0.07,80,7.79,-76.9,16.549,2.54,1.5
2019-10-30 18:45:00,10/30/2019,18:45:00,0,NA,2.26,6.27,102.9,124.3,111.1,110.1,10.84,0.06,122.6,0.11,0.11,80,7.8,-77.9,16.565,2.53,1.5
2019-10-30 18:50:00,10/30/2019,18:50:00,0,NA,2.77,7.73,102.9,124.4,112.2,111.1,10.94,0.06,122.7,0.15,0.15,80,7.79,-77.3,16.573,2.54,1.5
2019-10-30 18:55:00,10/30/2019,18:55:00,0,NA,2.5,6.96,103,124.4,111.3,110.2,10.85,0.06,122.7,0.2,0.2,80,7.82,-79,16.569,2.53,1.5
2019-10-30 19:00:00,10/30/2019,19:00:00,0,NA,2.42,6.72,103,124.4,111.2,110.1,10.84,0.06,122.7,0.2,0.2,80,7.84,-80,16.571,2.54,1.5
2019-10-30 19:05:00,10/30/2019,19:05:00,0,NA,2.92,8.17,103.1,124.5,110.6,109.5,10.78,0.06,122.8,0.21,0.21,80,7.82,-78.9,16.58,2.53,1.5
2019-10-30 19:10:00,10/30/2019,19:10:00,0,NA,2.75,7.68,103,124.4,110.6,109.5,10.78,0.06,122.8,0.29,0.29,80,7.83,-79.3,16.574,2.54,1.5
2019-10-30 19:15:00,10/30/2019,19:15:00,0,NA,2.97,8.31,103.1,124.6,111.1,110,10.83,0.06,122.9,0.27,0.27,80,7.82,-78.9,16.58,2.53,1.5
2019-10-30 19:20:00,10/30/2019,19:20:00,0,NA,1.95,5.38,103.4,125,111.4,110.3,10.87,0.06,123.3,0.05,0.05,80,7.88,-82.4,16.546,2.54,1.5
2019-10-30 19:25:00,10/30/2019,19:25:00,0,NA,2.12,5.86,103.9,125.6,110.5,109.4,10.78,0.06,123.9,0.05,0.05,81,7.87,-81.4,16.537,2.53,1.5
2019-10-30 19:30:00,10/30/2019,19:30:00,0,NA,1.74,4.78,103,124.5,110.6,109.5,10.79,0.06,122.8,0.07,0.07,80,7.86,-81.2,16.548,2.54,1.5
2019-10-30 19:35:00,10/30/2019,19:35:00,0,NA,1.84,5.07,103,124.5,110.4,109.4,10.77,0.06,122.8,0.07,0.07,80,7.85,-80.7,16.55,2.53,1.5
2019-10-30 19:40:00,10/30/2019,19:40:00,0,NA,2.19,6.07,103.3,124.8,110.6,109.5,10.79,0.06,123.2,0.1,0.1,80,7.82,-79,16.562,2.54,1.5
2019-10-30 19:45:00,10/30/2019,19:45:00,0,NA,1.81,4.99,102.9,124.4,111.2,110.1,10.84,0.06,122.7,0.03,0.03,80,7.84,-79.7,16.543,2.53,1.5
2019-10-30 19:50:00,10/30/2019,19:50:00,0,NA,2.42,6.73,103.1,124.7,111,110,10.83,0.06,123,0.1,0.1,80,7.83,-79.1,16.547,2.54,1.5
2019-10-30 19:55:00,10/30/2019,19:55:00,0,NA,1.7,4.66,103.4,125,111.2,110.1,10.85,0.06,123.3,0.09,0.09,80,7.79,-77.1,16.538,2.53,1.5
2019-10-30 20:00:00,10/30/2019,20:00:00,0,NA,1.9,5.24,103.1,124.7,108,107,10.54,0.06,123,0.09,0.09,80,7.77,-76,16.521,2.54,1.5
2019-10-30 20:05:00,10/30/2019,20:05:00,0,NA,1.87,5.17,103.4,125.1,107.8,106.8,10.53,0.06,123.4,0.09,0.09,80,7.72,-72.8,16.516,2.53,1.5
2019-10-30 20:10:00,10/30/2019,20:10:00,0,NA,2.19,6.08,103.2,124.8,108.8,107.7,10.61,0.06,123.1,0.04,0.04,80,7.7,-72.1,16.541,2.54,1.5
2019-10-30 20:15:00,10/30/2019,20:15:00,0,NA,7.72,21.98,103.1,124.6,108.6,107.5,10.6,0.06,123,0.12,0.12,80,7.7,-71.7,16.535,2.53,1.5
2019-10-30 20:20:00,10/30/2019,20:20:00,0,NA,1.96,5.41,103.2,124.8,108.1,107,10.55,0.06,123.1,0.03,0.03,80,7.69,-71.4,16.54,2.54,1.5
2019-10-30 20:25:00,10/30/2019,20:25:00,0,NA,1.78,4.9,103.2,124.7,108.4,107.3,10.57,0.06,123.1,0.09,0.09,80,7.69,-71.2,16.555,2.53,1.5
2019-10-30 20:30:00,10/30/2019,20:30:00,0,NA,1.5,4.08,103.2,124.7,109.9,108.8,10.72,0.06,123,0.01,0.01,80,7.68,-70.8,16.558,2.54,1.5
2019-10-30 20:35:00,10/30/2019,20:35:00,0,NA,1.5,4.09,103.2,124.7,110,108.9,10.73,0.06,123,0.04,0.04,80,7.69,-71.2,16.561,2.53,1.5
2019-10-30 20:40:00,10/30/2019,20:40:00,0,NA,1.47,4,103.2,124.7,110.2,109.1,10.76,0.06,123.1,0.02,0.02,80,7.72,-72.7,16.532,2.54,1.5
2019-10-30 20:45:00,10/30/2019,20:45:00,0,NA,1.91,5.26,103.1,124.6,109.3,108.3,10.66,0.06,122.9,0.03,0.03,80,7.71,-72.4,16.558,2.53,1.5
2019-10-30 20:50:00,10/30/2019,20:50:00,0,NA,1.86,5.13,103.8,125.4,108.2,107.1,10.56,0.06,123.8,0.07,0.07,80,7.72,-72.8,16.533,2.54,1.5
2019-10-30 20:55:00,10/30/2019,20:55:00,0,NA,1.77,4.85,103.1,124.6,105.9,104.8,10.33,0.06,123,0.04,0.04,80,7.68,-70.8,16.527,2.53,1.5
2019-10-30 21:00:00,10/30/2019,21:00:00,0,NA,1.81,4.98,103.4,124.9,107.3,106.3,10.47,0.06,123.3,0.08,0.08,80,7.64,-68.7,16.551,2.54,1.5
2019-10-30 21:05:00,10/30/2019,21:05:00,0,NA,1.98,5.47,103.2,124.8,107,105.9,10.44,0.06,123.1,0.09,0.09,80,7.61,-66.7,16.525,2.53,1.5
2019-10-30 21:10:00,10/30/2019,21:10:00,0,NA,1.82,5.01,103.2,124.8,106.7,105.7,10.42,0.06,123.1,0.13,0.13,80,7.6,-66.1,16.534,2.54,1.5
2019-10-30 21:15:00,10/30/2019,21:15:00,0,NA,1.71,4.71,103.2,124.9,107.2,106.1,10.46,0.06,123.2,0.09,0.09,80,7.59,-65.3,16.527,2.53,1.5
2019-10-30 21:20:00,10/30/2019,21:20:00,0,NA,2.16,5.98,103.2,124.7,107.4,106.3,10.47,0.06,123,0.04,0.04,80,7.6,-65.9,16.559,2.54,1.5
2019-10-30 21:25:00,10/30/2019,21:25:00,0,NA,1.96,5.41,103.6,125.1,107.5,106.4,10.48,0.06,123.4,0.04,0.04,80,7.61,-66.8,16.586,2.53,1.5
2019-10-30 21:30:00,10/30/2019,21:30:00,0,NA,1.76,4.85,103.1,124.5,107.6,106.6,10.5,0.06,122.9,0.08,0.08,80,7.62,-67.2,16.56,2.54,1.5
2019-10-30 21:35:00,10/30/2019,21:35:00,0,NA,1.67,4.57,103.2,124.7,107.7,106.6,10.5,0.06,123,0.05,0.05,80,7.63,-67.6,16.564,2.53,1.5
2019-10-30 21:40:00,10/30/2019,21:40:00,0,NA,2.1,5.82,103.2,124.7,108,106.9,10.53,0.06,123,0.08,0.08,80,7.62,-67.2,16.555,2.54,1.5
2019-10-30 21:45:00,10/30/2019,21:45:00,0,NA,1.55,4.24,103.5,125,107.5,106.4,10.48,0.06,123.3,0.05,0.05,80,7.63,-67.7,16.571,2.53,1.5
2019-10-30 21:50:00,10/30/2019,21:50:00,0,NA,1.88,5.19,103.1,124.5,107.4,106.3,10.47,0.06,122.9,0.08,0.08,80,7.63,-67.6,16.57,2.54,1.5
2019-10-30 21:55:00,10/30/2019,21:55:00,0,NA,2.12,5.86,103,124.5,107.2,106.2,10.46,0.06,122.9,0.07,0.07,80,7.62,-67.1,16.542,2.53,1.5
2019-10-30 22:00:00,10/30/2019,22:00:00,0,NA,2,5.53,103.2,124.4,107.6,106.5,10.47,0.06,122.7,0.07,0.07,80,7.59,-65.5,16.662,2.54,1.5
2019-10-30 22:05:00,10/30/2019,22:05:00,0,NA,1.64,4.5,103.5,124.8,107.3,106.2,10.44,0.06,123.1,0.06,0.06,80,7.59,-65.7,16.654,2.53,1.5
2019-10-30 22:10:00,10/30/2019,22:10:00,0,NA,1.95,5.4,103.1,124.4,107.3,106.2,10.44,0.06,122.8,0.09,0.09,80,7.58,-65,16.62,2.54,1.5
2019-10-30 22:15:00,10/30/2019,22:15:00,0,NA,1.69,4.64,103.1,124.5,107.7,106.7,10.5,0.06,122.9,0.04,0.04,80,7.62,-67.5,16.596,2.53,1.5
2019-10-30 22:20:00,10/30/2019,22:20:00,0,NA,1.73,4.75,103,124.2,108.1,107,10.52,0.06,122.6,0.06,0.06,80,7.65,-68.7,16.653,2.54,1.5
2019-10-30 22:25:00,10/30/2019,22:25:00,0,NA,2.12,5.88,103.5,125,108,107,10.52,0.06,123.3,0.1,0.1,80,7.63,-67.8,16.615,2.53,1.5
2019-10-30 22:30:00,10/30/2019,22:30:00,0,NA,1.52,4.16,103,124.4,107.3,106.3,10.46,0.06,122.7,0.04,0.04,80,7.63,-68,16.571,2.54,1.5
2019-10-30 22:35:00,10/30/2019,22:35:00,0,NA,1.38,3.74,103.2,124.6,107.2,106.2,10.45,0.06,122.9,0.05,0.05,80,7.62,-67.2,16.615,2.53,1.5
2019-10-30 22:40:00,10/30/2019,22:40:00,0,NA,1.54,4.21,103.3,124.6,108.3,107.3,10.55,0.06,123,0.04,0.04,80,7.63,-67.6,16.622,2.54,1.5
2019-10-30 22:45:00,10/30/2019,22:45:00,0,NA,2.06,5.7,103.1,124.5,108.8,107.7,10.6,0.06,122.8,0.11,0.11,80,7.65,-69,16.609,2.53,1.5
2019-10-30 22:50:00,10/30/2019,22:50:00,0,NA,1.87,5.15,103.4,124.9,108.4,107.3,10.57,0.06,123.2,0.06,0.06,80,7.63,-68.1,16.569,2.54,1.5
2019-10-30 22:55:00,10/30/2019,22:55:00,0,NA,1.62,4.44,103,124.4,108.8,107.7,10.6,0.06,122.7,0.02,0.02,80,7.63,-68,16.57,2.53,1.5
2019-10-30 23:00:00,10/30/2019,23:00:00,0,NA,1.84,5.07,103.1,124.5,107.3,106.2,10.46,0.06,122.8,0.07,0.07,80,7.63,-68.1,16.596,2.54,1.5
2019-10-30 23:05:00,10/30/2019,23:05:00,0,NA,1.62,4.43,103.2,124.6,107.3,106.2,10.45,0.06,123,0.04,0.04,80,7.61,-66.5,16.588,2.53,1.5
2019-10-30 23:10:00,10/30/2019,23:10:00,0,NA,1.99,5.51,103,124.4,106.8,105.7,10.41,0.06,122.7,0.04,0.04,80,7.59,-65.6,16.578,2.54,1.5
2019-10-30 23:15:00,10/30/2019,23:15:00,0,NA,1.4,3.8,103.3,124.6,106.5,105.4,10.37,0.06,122.9,0.06,0.06,80,7.59,-65.5,16.627,2.53,1.5
2019-10-30 23:20:00,10/30/2019,23:20:00,0,NA,1.51,4.12,103.4,125.1,105.4,104.3,10.28,0.06,123.4,0.03,0.03,80,7.55,-63.2,16.518,2.54,1.5
2019-10-30 23:25:00,10/30/2019,23:25:00,0,NA,1.44,3.93,103,124.6,106.4,105.3,10.38,0.06,122.9,0.03,0.03,80,7.54,-62.7,16.535,2.53,1.5
2019-10-30 23:30:00,10/30/2019,23:30:00,0,NA,1.58,4.31,103.2,124.6,106.3,105.2,10.36,0.06,123,0.04,0.04,80,7.55,-62.9,16.602,2.54,1.5
2019-10-30 23:35:00,10/30/2019,23:35:00,0,NA,1.09,2.91,103.4,124.7,106.1,105,10.33,0.06,123,-0.02,-0.02,80,7.56,-63.6,16.643,2.53,1.5
2019-10-30 23:40:00,10/30/2019,23:40:00,0,NA,1.6,4.38,103.1,124.5,108.3,107.2,10.55,0.06,122.9,0,0,80,7.57,-64.1,16.576,2.54,1.5
2019-10-30 23:45:00,10/30/2019,23:45:00,0,NA,2.01,5.55,103.5,125.1,108.7,107.6,10.6,0.06,123.4,0.05,0.05,80,7.59,-65.7,16.542,2.53,1.5
2019-10-30 23:50:00,10/30/2019,23:50:00,0,NA,1.39,3.76,103,124.6,107.6,106.5,10.5,0.06,122.9,-0.02,-0.02,80,7.62,-67.1,16.539,2.54,1.5
2019-10-30 23:55:00,10/30/2019,23:55:00,0,NA,1.73,4.76,103,124.5,106.7,105.7,10.41,0.06,122.8,0.02,0.02,80,7.62,-67,16.552,2.53,1.5
2019-10-31 00:00:00,10/31/2019,00:00:00,0,NA,1.78,4.89,103,124.5,107.2,106.1,10.45,0.06,122.8,0.02,0.02,80,7.62,-67.2,16.551,2.54,1.5
2019-10-31 00:05:00,10/31/2019,00:05:00,0,NA,1.65,4.53,103.2,124.6,105.9,104.8,10.32,0.06,122.9,0.01,0.01,80,7.58,-64.8,16.584,2.53,1.5
2019-10-31 00:10:00,10/31/2019,00:10:00,0,NA,1.26,3.4,103.2,124.7,104.6,103.6,10.2,0.06,123,0.03,0.03,80,7.54,-62.4,16.577,2.54,1.5
2019-10-31 00:15:00,10/31/2019,00:15:00,0,NA,1.82,5,103.5,125.1,104,103,10.14,0.06,123.4,0.04,0.04,80,7.52,-61.3,16.57,2.53,1.5
2019-10-31 00:20:00,10/31/2019,00:20:00,0,NA,1.4,3.81,103.2,124.6,102.7,101.6,10.01,0.06,123,0.05,0.05,80,7.47,-58.6,16.576,2.54,1.5
2019-10-31 00:25:00,10/31/2019,00:25:00,0,NA,1.54,4.2,103.2,124.7,102.8,101.8,10.03,0.06,123,0.03,0.03,80,7.45,-57.4,16.556,2.53,1.5
2019-10-31 00:30:00,10/31/2019,00:30:00,0,NA,2.11,5.84,103.1,124.6,104.7,103.6,10.21,0.06,123,0.06,0.06,80,7.46,-58,16.546,2.54,1.5
2019-10-31 00:35:00,10/31/2019,00:35:00,0,NA,2.01,5.55,103.2,124.6,104.9,103.8,10.22,0.06,123,0.1,0.1,80,7.47,-58.9,16.567,2.53,1.5
2019-10-31 00:40:00,10/31/2019,00:40:00,0,NA,1.68,4.62,103.1,124.6,106.3,105.3,10.36,0.06,122.9,0.01,0.01,80,7.52,-61.7,16.579,2.54,1.5
2019-10-31 00:45:00,10/31/2019,00:45:00,0,NA,1.72,4.74,103.1,124.4,104.9,103.8,10.21,0.06,122.7,0.04,0.04,80,7.53,-62.2,16.629,2.53,1.5
2019-10-31 00:50:00,10/31/2019,00:50:00,0,NA,1.87,5.17,103.2,124.4,105.7,104.6,10.29,0.06,122.8,0.05,0.05,80,7.55,-63.2,16.627,2.54,1.5
2019-10-31 00:55:00,10/31/2019,00:55:00,0,NA,1.7,4.67,103.2,124.5,105.6,104.5,10.28,0.06,122.9,0.01,0.01,80,7.58,-64.7,16.616,2.53,1.5
2019-10-31 01:00:00,10/31/2019,01:00:00,0,NA,1.82,5.02,103.3,124.6,107,106,10.42,0.06,123,0.05,0.05,80,7.61,-66.9,16.622,2.54,1.5
2019-10-31 01:05:00,10/31/2019,01:05:00,0,NA,1.63,4.46,103,124.4,107.2,106.1,10.45,0.06,122.7,0.05,0.05,80,7.6,-66.3,16.575,2.53,1.5
